name,vote_rate,vote_count,location,type,cuisine,cost_2pax
cafãâãâãâãâãâãâãâãâ© mh-28,3.4,9,shivajinagar,cafe,cafe,300.0
amritsari kulcha bite,3.9,101,ulsoor,quick bites,north indian,150.0
delices,3.1,6,ulsoor,bakery,bakery,400.0
meenu oota da maane,3.2,23,brigade road,casual dining,seafood,700.0
gobble up churros cafe,3.8,37,ulsoor,casual dining,beverages,400.0
parathe wali gali,3.9,36,wilson garden,quick bites,north indian,250.0
tempura restaurant,3.9,122,brigade road,casual dining,japanese,500.0
choi choi momos,3.8,29,brigade road,kiosk,chinese,300.0
red onion,4.3,550,shanti nagar,casual dining,chinese,1200.0
shalimar,4.0,153,indiranagar,casual dining,north indian,700.0
deshi fusion pizza,3.3,73,old madras road,delivery,pizza,750.0
indira darshini,3.6,27,frazer town,quick bites,south indian,200.0
oh! calcutta,4.4,1110,church street,casual dining,bengali,1200.0
panchavati gaurav thali,4.0,929,brigade road,casual dining,rajasthani,800.0
aagaman veg,4.0,558,indiranagar,casual dining,north indian,900.0
fatso's,3.8,72,brigade road,cafe,cafe,650.0
salt mango tree,4.1,247,indiranagar,casual dining,kerala,800.0
misu,4.6,1211,st. marks road,casual dining,asian,1700.0
mainland china,4.5,1394,church street,casual dining,chinese,1700.0
urban solace - cafãâãâãâãâãâãâãâãâ© for the soul,3.9,463,ulsoor,cafe,cafe,800.0
rocksalt,4.4,484,st. marks road,bar,modern indian,1900.0
the rice bowl,4.3,500,lavelle road,casual dining,chinese,1300.0
south inn,3.1,24,frazer town,quick bites,south indian,150.0
hashtag cafe,2.8,44,brigade road,cafe,cafe,700.0
kamat minerva,2.6,72,basavanagudi,quick bites,south indian,300.0
the tao terraces,4.0,1912,mg road,casual dining,thai,2100.0
pathy's kitchen,3.5,21,indiranagar,quick bites,andhra,500.0
happy fillings,3.4,8,ulsoor,quick bites,chinese,300.0
rotti mane,3.4,11,domlur,quick bites,south indian,200.0
shezan,4.1,391,cunningham road,casual dining,chinese,600.0
oye amritsar,4.1,450,church street,casual dining,north indian,1000.0
banjara melting pot,4.2,474,cunningham road,casual dining,north indian,1700.0
croons,3.8,26,brigade road,dessert parlor,desserts,350.0
minimelts,3.9,66,brigade road,dessert parlor,ice cream,200.0
tandoor,3.9,1361,mg road,fine dining,north indian,2100.0
feast india co.,4.2,133,cunningham road,casual dining,awadhi,1500.0
hotel green tara,3.9,39,brigade road,casual dining,chinese,500.0
the biere club,4.3,3484,lavelle road,pub,continental,1700.0
bangalore mandarin,4.2,974,indiranagar,casual dining,chinese,1100.0
rolls on wheels,3.5,45,brigade road,quick bites,fast food,300.0
mahesh lunch home,4.1,860,residency road,casual dining,seafood,1400.0
bheema's,4.0,779,church street,casual dining,andhra,650.0
bon sante,3.6,104,brigade road,cafe,cafe,800.0
hatti punjab di,3.4,8,brigade road,quick bites,north indian,450.0
dine in,3.6,8,brigade road,quick bites,kerala,400.0
chung wah,4.0,360,residency road,casual dining,chinese,1000.0
mad over biryani,2.9,17,church street,quick bites,biryani,600.0
danny lambas punjabi dhaba,3.5,98,indiranagar,casual dining,north indian,600.0
shiv sager,3.0,10,brigade road,food court,south indian,200.0
the charcoal factory,4.1,290,koramangala 6th block,quick bites,burger,600.0
chung's chinese corner,3.3,201,cunningham road,casual dining,chinese,700.0
kenny's restaurant,3.6,31,frazer town,quick bites,chinese,450.0
fat buddha,4.0,455,cunningham road,casual dining,chinese,1000.0
teppan japanese grill & sushi bar,4.3,901,ulsoor,casual dining,japanese,2000.0
new prashanth hotel,3.7,50,majestic,casual dining,south indian,750.0
midnight eats,3.0,114,frazer town,delivery,north indian,500.0
the only place,4.2,2923,church street,casual dining,italian,1000.0
anupam's coast ii coast,4.1,853,church street,casual dining,seafood,1400.0
babayaga's,4.1,207,indiranagar,bar,american,1500.0
venkateshwara foods,3.0,13,residency road,takeaway,street food,400.0
kudla - hotel ramanashree,4.1,354,richmond road,casual dining,south indian,1200.0
ramana's,4.0,378,cunningham road,casual dining,north indian,850.0
ebony,4.3,3126,mg road,casual dining,north indian,1500.0
mcleans italian pizzeria,3.4,30,ejipura,delivery,american,500.0
the konkan - seafood restaurant,4.4,218,st. marks road,casual dining,seafood,850.0
hotel ruchi priya,3.6,21,wilson garden,quick bites,north indian,350.0
hotel tom's restaurant,4.4,712,richmond road,casual dining,mangalorean,1000.0
the bong,3.1,38,frazer town,quick bites,bengali,300.0
fujan,3.6,54,frazer town,casual dining,chinese,600.0
raaga,3.8,297,indiranagar,casual dining,north indian,1200.0
the food dude,4.0,176,koramangala 6th block,delivery,fast food,300.0
lazio steaks & more,3.9,118,frazer town,casual dining,continental,1000.0
the humming tree,4.0,2418,indiranagar,lounge,fast food,1400.0
woodstok,4.1,1053,indiranagar,takeaway,continental,1400.0
asean - on the edge,4.4,861,mg road,casual dining,asian,1800.0
chung shan chinese restaurant,3.7,32,ejipura,quick bites,chinese,500.0
monsoon express,3.4,7,mg road,takeaway,continental,1600.0
friends night kitchen,3.8,109,koramangala 6th block,takeaway,italian,400.0
navab's,3.6,10,frazer town,delivery,mughlai,600.0
marathi biriyani house,3.3,6,frazer town,quick bites,south indian,300.0
retro lounge bar,3.8,108,ulsoor,bar,north indian,1400.0
kick out the jams,4.0,528,ejipura,delivery,burger,350.0
xian,3.8,81,ulsoor,casual dining,chinese,800.0
kulfi point,3.4,5,indiranagar,dessert parlor,desserts,150.0
8 slice,3.7,74,koramangala 6th block,delivery,pizza,600.0
crescent avenue - hotel bangalore international,3.6,41,race course road,casual dining,north indian,1400.0
new kudla family resturant,3.2,4,mg road,quick bites,north indian,450.0
mummy dhaba,3.2,46,ulsoor,quick bites,north indian,300.0
benjarong,4.2,858,ulsoor,casual dining,thai,1800.0
midnight hunger solutions 24/7,2.1,252,indiranagar,delivery,north indian,500.0
ente keralam,4.0,1096,ulsoor,casual dining,kerala,1300.0
donne biryani mane,3.2,7,wilson garden,quick bites,biryani,300.0
nagarjuna,4.3,1773,residency road,casual dining,andhra,800.0
sunny's,4.1,1327,lavelle road,casual dining,european,2100.0
japan travel cafe azuki,4.3,67,residency road,cafe,cafe,400.0
little chef,4.0,101,richmond road,casual dining,chinese,550.0
canopy,3.0,107,mg road,casual dining,north indian,800.0
cafe @ elanza,3.7,145,richmond road,casual dining,chinese,1000.0
rawal jalebi,3.5,10,commercial street,dessert parlor,desserts,100.0
gundappa donne biryani,3.7,160,st. marks road,quick bites,biryani,300.0
nandhini paradise,3.6,277,st. marks road,casual dining,andhra,800.0
aathithya,3.1,16,infantry road,casual dining,north indian,1100.0
nagashree's,2.9,46,shanti nagar,casual dining,south indian,550.0
express food delivery,2.8,38,ulsoor,delivery,north indian,500.0
feast and burp,3.3,4,bannerghatta road,quick bites,north indian,300.0
gowdara naati mane,3.4,7,residency road,quick bites,south indian,500.0
kamat's palate korner,4.1,121,richmond road,casual dining,north indian,600.0
norsha caffe,3.3,6,commercial street,cafe,cafe,400.0
cafe treat - the pride hotel,4.1,119,richmond road,casual dining,continental,1000.0
bhagini icon boutique hotel,3.1,6,indiranagar,casual dining,south indian,600.0
kaulige millet corner,4.0,32,brigade road,quick bites,healthy food,300.0
ice & spice,3.0,96,frazer town,takeaway,continental,650.0
homemade food,3.8,24,indiranagar,takeaway,south indian,200.0
in wok,3.6,118,richmond road,casual dining,chinese,500.0
the oriental spice - ashraya hotel,3.9,158,infantry road,casual dining,chinese,1300.0
aromas of south,3.7,46,race course road,casual dining,south indian,1000.0
allana kabab,3.3,4,richmond road,quick bites,north indian,200.0
home treat,3.1,7,brigade road,quick bites,north indian,150.0
bhandary's kitchen,3.6,16,koramangala 7th block,delivery,north indian,300.0
parika multicuisine restaurant,3.8,203,richmond road,casual dining,north indian,1200.0
tiger trail - ramada hotel,4.0,188,shivajinagar,casual dining,north indian,1300.0
manjit da dhaba,4.3,783,frazer town,quick bites,north indian,300.0
halli mane,3.2,5,majestic,quick bites,south indian,300.0
taj hotel,3.7,111,shivajinagar,casual dining,north indian,550.0
foody's,3.8,170,shanti nagar,quick bites,north indian,250.0
masala oota,3.6,79,residency road,quick bites,south indian,500.0
kadai crust - amma veetu samayal,3.8,263,indiranagar,takeaway,chettinad,700.0
juice shop,3.3,11,brigade road,quick bites,street food,200.0
fava,4.4,2039,lavelle road,casual dining,healthy food,1200.0
amber rush restobar,4.1,93,residency road,pub,continental,1000.0
bootlegger,4.1,1543,lavelle road,pub,continental,1200.0
throwback - pub & dine,3.9,234,langford town,bar,italian,1000.0
shaken & stirred,3.9,84,race course road,bar,continental,1500.0
sri ayodhya veg,3.6,24,vasanth nagar,quick bites,south indian,300.0
hotel fine,3.5,24,vasanth nagar,casual dining,north indian,450.0
hyderabad biryaani house,4.3,1348,richmond road,casual dining,biryani,550.0
the bangalore cafe,4.1,473,shanti nagar,casual dining,modern indian,800.0
truffles,4.5,3569,st. marks road,cafe,cafe,900.0
cafãâãâãâãâãâãâãâãâ© felix,4.4,691,mg road,casual dining,american,1700.0
sakae japanese restaurant,4.3,518,shanti nagar,casual dining,japanese,1400.0
green onion,4.3,1187,residency road,casual dining,chinese,550.0
art of delight,4.4,1896,residency road,dessert parlor,ice cream,400.0
cafe kaara,4.2,162,ulsoor,cafe,cafe,750.0
khazana food paradise,4.1,356,richmond road,quick bites,north indian,400.0
little green cafe,4.3,788,church street,cafe,cafe,900.0
mandarin box,3.9,80,church street,quick bites,chinese,500.0
pashto,4.1,765,residency road,casual dining,north indian,800.0
lakeview milkbar,4.0,1443,mg road,dessert parlor,desserts,500.0
somilan steak house,4.3,524,church street,casual dining,north eastern,800.0
icebreakers,4.3,183,church street,dessert parlor,desserts,400.0
peppa zzing,4.3,1133,infantry road,cafe,cafe,800.0
juice junction,4.0,101,st. marks road,quick bites,juices,150.0
kaara by the lake,4.0,47,ulsoor,cafe,cafe,750.0
konark vegetarian restaurant,3.9,155,lavelle road,casual dining,north indian,600.0
sugarberryz cakery,3.9,52,commercial street,takeaway,bakery,1200.0
the biryani paradise,3.8,32,richmond road,quick bites,biryani,350.0
stars 'n' stripes,2.7,77,mg road,quick bites,north indian,500.0
revoli hotel,3.1,21,shanti nagar,casual dining,south indian,450.0
juicemaker,3.8,29,cunningham road,beverage shop,beverages,400.0
new prashanth naati style,3.8,29,cunningham road,casual dining,south indian,400.0
california burrito,4.0,53,cunningham road,quick bites,mexican,400.0
mel's korner,3.8,95,church street,quick bites,fast food,500.0
iyengars' bakery,3.4,14,richmond road,bakery,bakery,200.0
sidewalk cafe - nahar's heritage hotel,3.9,134,st. marks road,casual dining,italian,800.0
mojo pizza - 2x toppings,4.3,28,residency road,takeaway,pizza,600.0
halli oota,3.3,6,st. marks road,casual dining,south indian,450.0
adda,3.3,5,shanti nagar,quick bites,south indian,300.0
pop'z kitchen,3.7,23,lavelle road,bakery,bakery,250.0
chai ki tapri,3.7,16,mg road,cafe,cafe,250.0
chocolate junction,3.8,29,ulsoor,dessert parlor,desserts,200.0
ultra biriyani paradise,3.3,9,shanti nagar,quick bites,biryani,300.0
nithyothsav - hotel ramanashree,3.0,31,mg road,casual dining,north indian,1000.0
biso - citrus hotels,3.9,156,cunningham road,casual dining,north indian,1100.0
stir fry,4.0,209,residency road,casual dining,chinese,500.0
natural ice cream,4.2,221,st. marks road,dessert parlor,ice cream,150.0
new arya bhavan,3.1,23,mg road,quick bites,street food,300.0
vt sindhur veg,3.3,13,richmond road,casual dining,north indian,600.0
mughals restaurant,3.2,17,shivajinagar,casual dining,mughlai,550.0
sri krishna foodline,3.3,4,ulsoor,quick bites,north indian,100.0
indy's comfort food,4.1,399,shivajinagar,quick bites,north indian,300.0
chaithanya andhra style family restaurant,3.2,4,cunningham road,casual dining,andhra,600.0
the sugar therapy,3.8,25,richmond road,dessert parlor,desserts,500.0
al sadique restaurant,3.5,31,frazer town,quick bites,mughlai,350.0
shake n snack,3.6,18,shanti nagar,beverage shop,beverages,200.0
new kohinoor hotel,3.2,9,commercial street,casual dining,north indian,450.0
little bites,3.6,7,mg road,cafe,cafe,200.0
rr catering,3.4,10,mg road,quick bites,north indian,350.0
ambur hot dum biryani,3.1,6,shanti nagar,quick bites,biryani,250.0
kanis kitchen,3.6,14,shivajinagar,quick bites,south indian,250.0
hit and run,3.7,15,central bangalore,food truck,fast food,350.0
bhaiyajees,3.7,16,richmond road,takeaway,north indian,300.0
le chãâãâãâãâãâãâãâãâ©ri,3.8,33,shanti nagar,delivery,bakery,350.0
the donut baker,3.0,31,ulsoor,bakery,desserts,150.0
cake of the day,3.5,19,majestic,bakery,bakery,150.0
bhaiya ji food court,3.0,16,ulsoor,quick bites,north indian,150.0
the bao belly,3.3,9,residency road,cafe,cafe,400.0
zaiqa,3.4,8,richmond road,quick bites,north indian,350.0
rescafe,3.8,41,residency road,quick bites,beverages,100.0
bhaiyaji food court,3.4,27,mg road,quick bites,north indian,300.0
tandoor da funda,3.6,15,mg road,quick bites,north indian,350.0
batter splatter,3.3,5,lavelle road,bakery,bakery,350.0
malabar kitchen,3.2,5,commercial street,quick bites,kerala,300.0
vasudev adiga's,3.0,53,church street,quick bites,south indian,250.0
skyline family restaurant,3.4,33,shanti nagar,casual dining,north indian,550.0
casa express,2.6,26,residency road,quick bites,chinese,400.0
pappu chaiwalla,3.3,33,st. marks road,quick bites,fast food,300.0
the french loaf,2.8,142,frazer town,bakery,bakery,300.0
siddique kabab centre,3.9,430,frazer town,casual dining,mughlai,550.0
akshaya sambrama veg restaurant,3.2,13,vasanth nagar,quick bites,south indian,200.0
nawab's kolkatta roll,3.4,4,brigade road,kiosk,street food,150.0
kamat restaurant,3.6,31,city market,casual dining,south indian,400.0
royal restaurant,3.2,7,shivajinagar,quick bites,north indian,200.0
shree sadguru refreshment,3.2,4,ulsoor,quick bites,south indian,400.0
shan restaurant,3.0,20,brigade road,casual dining,kerala,400.0
hotel nisarga grand,3.6,32,city market,casual dining,south indian,500.0
baahubelly,3.8,69,brigade road,casual dining,south indian,500.0
kerala kitchen,3.2,31,brigade road,quick bites,kerala,200.0
hatti punjab di,2.8,20,brigade road,casual dining,north indian,550.0
cool corner arun ice cream,3.5,8,frazer town,dessert parlor,desserts,200.0
deccan spices,3.7,23,richmond road,quick bites,biryani,500.0
ambur hot dum biryani,3.2,6,ulsoor,quick bites,biryani,300.0
sri rama,3.2,4,shivajinagar,quick bites,south indian,200.0
pooja veg,3.1,9,frazer town,quick bites,south indian,100.0
magic box,3.3,21,indiranagar,takeaway,south indian,300.0
hungry birds,3.2,6,koramangala 7th block,delivery,chinese,300.0
funjabi,3.5,140,church street,casual dining,north indian,600.0
eatato snack bar,3.3,11,brigade road,casual dining,north indian,400.0
pinxx - royal orchid central,3.8,198,mg road,casual dining,italian,1600.0
zodiac - fortune select jp cosmos hotel,3.8,91,cunningham road,casual dining,north indian,1800.0
cafe mangii,4.3,1048,lavelle road,casual dining,italian,1600.0
dunkin' donuts,4.1,1079,brigade road,quick bites,burger,550.0
belgian waffle factory,4.9,1746,brigade road,dessert parlor,desserts,400.0
the flying squirrel,4.0,24,brigade road,cafe,cafe,450.0
xo belgian waffle,4.4,215,brigade road,food court,desserts,450.0
all saints bakery,3.6,23,brigade road,bakery,bakery,200.0
munchies,3.9,64,brigade road,quick bites,fast food,250.0
mad over donuts,3.9,148,brigade road,food court,bakery,450.0
pabrai's fresh & naturelle icecreams,4.2,131,brigade road,dessert parlor,ice cream,180.0
kanti sweets,3.9,100,brigade road,sweet shop,mithai,400.0
keventers,3.0,14,brigade road,beverage shop,desserts,400.0
sweet chariot,3.5,9,brigade road,bakery,bakery,500.0
cookie man,3.4,36,brigade road,dessert parlor,bakery,150.0
baskin robbins,3.7,24,brigade road,dessert parlor,ice cream,250.0
croons,3.8,26,brigade road,dessert parlor,desserts,350.0
minimelts,3.9,66,brigade road,dessert parlor,ice cream,200.0
gelato italiano,3.0,40,brigade road,dessert parlor,ice cream,200.0
lassi shop,3.7,17,brigade road,beverage shop,beverages,200.0
snow gola,3.7,17,brigade road,dessert parlor,desserts,150.0
ibaco,4.0,93,brigade road,dessert parlor,desserts,300.0
the bangalore cafe,4.1,473,shanti nagar,casual dining,modern indian,800.0
green theory,4.2,2840,residency road,casual dining,italian,800.0
alchemy - the chancery pavilion,4.3,446,residency road,microbrewery,modern indian,2000.0
the white room - coffee & kitchen,4.0,1703,church street,cafe,cafe,1000.0
glen's bakehouse,4.4,1087,lavelle road,bakery,bakery,600.0
art of delight,4.4,1896,residency road,dessert parlor,ice cream,400.0
fabelle chocolate boutique - itc gardenia,4.5,232,richmond road,dessert parlor,desserts,1250.0
bengaluru baking company - jw marriott bengaluru,4.3,521,lavelle road,bakery,salad,1400.0
bhagatram sweets,3.6,221,commercial street,quick bites,street food,300.0
fabcafe,4.1,54,mg road,cafe,cafe,800.0
99 pancakes,4.1,41,church street,dessert parlor,desserts,150.0
cafãâãâãâãâãâãâãâãâ© mor'ish,4.1,114,richmond road,cafe,bbq,700.0
skoolroom,4.3,570,ulsoor,cafe,cafe,700.0
lakeview milkbar,4.0,1443,mg road,dessert parlor,desserts,500.0
gmt - gelateria montecatini terme,4.4,69,lavelle road,quick bites,desserts,300.0
icebreakers,4.3,183,church street,dessert parlor,desserts,400.0
corner house ice cream,4.5,292,lavelle road,dessert parlor,ice cream,400.0
the bengaluru brasserie - hyatt centric mg road,4.1,117,ulsoor,casual dining,continental,2000.0
marzipan cafe & bakery,4.2,432,ulsoor,cafe,cafe,700.0
nossa goa,4.1,294,richmond road,casual dining,goan,1000.0
