age,education,hours-per-week,native-country,salary
45, Some-college,99, United-States, <=50K
44, Bachelors,40, United-States, <=50K
27, Assoc-voc,40, Philippines, <=50K
51, 9th,40, United-States, <=50K
49, HS-grad,45, United-States, <=50K
64, 10th,10, United-States, >50K
54, 7th-8th,45, Cuba, <=50K
43, HS-grad,40, Mexico, <=50K
32, HS-grad,35, United-States, <=50K
36, Assoc-acdm,43, United-States, >50K
26, HS-grad,50, United-States, >50K
37, Bachelors,50, United-States, >50K
38, Assoc-acdm,40, United-States, <=50K
26, 12th,40, United-States, <=50K
50, Bachelors,50, United-States, >50K
47, Some-college,40, United-States, >50K
42, HS-grad,40, United-States, <=50K
66, HS-grad,40, United-States, <=50K
43, HS-grad,32, United-States, <=50K
37, Bachelors,45, United-States, >50K
37, 10th,35, United-States, <=50K
25, Some-college,40, United-States, <=50K
29, Bachelors,50, United-States, >50K
63, HS-grad,40, United-States, >50K
50, Assoc-acdm,40, United-States, >50K
42, Masters,70, United-States, <=50K
32, HS-grad,40, United-States, <=50K
42, Some-college,40, United-States, >50K
41, HS-grad,50, United-States, <=50K
25, Bachelors,40, United-States, <=50K
65, HS-grad,50, United-States, <=50K
32, Some-college,50, United-States, <=50K
32, HS-grad,10, United-States, <=50K
24, Some-college,60, United-States, <=50K
51, HS-grad,40, United-States, <=50K
67, 10th,35, United-States, <=50K
28, 11th,35, United-States, <=50K
32, Some-college,55, United-States, >50K
77, Prof-school,40, United-States, <=50K
47, HS-grad,20, United-States, <=50K
26, HS-grad,40, United-States, <=50K
20, Some-college,20, United-States, <=50K
57, Some-college,35, United-States, >50K
40, Doctorate,45, United-States, <=50K
50, Masters,40, United-States, >50K
19, 7th-8th,45, Mexico, <=50K
54, 12th,40, United-States, <=50K
51, Some-college,40, United-States, >50K
51, Bachelors,50, United-States, >50K
38, Some-college,40, United-States, >50K
68, Bachelors,25, United-States, <=50K
17, 12th,20, United-States, <=50K
32, Bachelors,40, United-States, <=50K
29, Some-college,45, United-States, <=50K
42, Some-college,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
27, Some-college,40, United-States, <=50K
22, Bachelors,20, United-States, <=50K
58, 11th,40, United-States, <=50K
61, Bachelors,45, United-States, >50K
42, Bachelors,35, United-States, >50K
49, Masters,40, India, <=50K
41, Bachelors,40, ?, <=50K
43, HS-grad,40, United-States, <=50K
46, Bachelors,40, United-States, >50K
28, HS-grad,45, United-States, >50K
39, Some-college,50, United-States, >50K
50, Some-college,40, United-States, >50K
57, Some-college,40, United-States, <=50K
47, HS-grad,38, United-States, <=50K
79, HS-grad,40, United-States, <=50K
40, HS-grad,45, United-States, <=50K
35, Bachelors,40, Vietnam, <=50K
35, Bachelors,80, United-States, <=50K
30, Bachelors,60, United-States, >50K
26, 10th,40, United-States, <=50K
49, HS-grad,40, United-States, <=50K
48, HS-grad,40, United-States, <=50K
22, Some-college,45, United-States, <=50K
22, 11th,30, United-States, <=50K
50, 10th,47, Jamaica, <=50K
47, HS-grad,60, United-States, <=50K
36, HS-grad,50, United-States, <=50K
44, Assoc-acdm,40, United-States, >50K
73, 9th,9, United-States, <=50K
24, HS-grad,45, ?, <=50K
34, Bachelors,40, United-States, >50K
37, Some-college,40, Hong, <=50K
28, 12th,20, Germany, <=50K
46, Some-college,40, United-States, >50K
20, Some-college,35, United-States, <=50K
29, 5th-6th,40, Mexico, <=50K
24, Assoc-voc,40, United-States, <=50K
29, Some-college,35, United-States, <=50K
18, 12th,20, United-States, <=50K
41, Bachelors,90, United-States, >50K
59, HS-grad,40, United-States, >50K
27, 5th-6th,50, United-States, <=50K
50, Assoc-acdm,45, United-States, <=50K
25, 1st-4th,24, Mexico, <=50K
42, Bachelors,45, United-States, <=50K
36, Some-college,40, Japan, <=50K
62, Some-college,60, United-States, >50K
71, Assoc-voc,40, United-States, <=50K
38, Bachelors,55, United-States, >50K
44, HS-grad,40, United-States, <=50K
19, 10th,30, United-States, <=50K
49, Some-college,60, United-States, <=50K
60, Bachelors,40, United-States, >50K
28, HS-grad,40, Poland, <=50K
26, Bachelors,55, United-States, <=50K
18, 11th,12, United-States, <=50K
43, Assoc-voc,50, United-States, >50K
65, 12th,44, United-States, <=50K
23, 10th,44, United-States, <=50K
21, Some-college,35, United-States, <=50K
20, HS-grad,40, United-States, <=50K
19, Some-college,18, Philippines, <=50K
77, HS-grad,32, United-States, <=50K
32, Assoc-voc,40, United-States, <=50K
37, Some-college,30, United-States, <=50K
29, HS-grad,45, United-States, <=50K
59, Doctorate,45, United-States, >50K
22, Some-college,40, United-States, <=50K
30, Bachelors,20, United-States, <=50K
31, HS-grad,48, United-States, >50K
59, HS-grad,60, United-States, <=50K
29, Some-college,40, United-States, >50K
56, HS-grad,50, United-States, >50K
19, Some-college,20, United-States, <=50K
37, HS-grad,40, United-States, <=50K
58, Masters,40, United-States, >50K
41, Masters,40, United-States, >50K
29, HS-grad,38, United-States, <=50K
38, HS-grad,50, United-States, <=50K
36, Masters,50, United-States, >50K
19, Some-college,40, United-States, <=50K
46, HS-grad,28, United-States, >50K
42, Masters,45, United-States, >50K
29, Some-college,40, United-States, <=50K
42, Bachelors,40, United-States, >50K
29, Assoc-acdm,40, United-States, <=50K
47, Masters,40, United-States, <=50K
37, 11th,40, United-States, >50K
39, HS-grad,45, United-States, <=50K
46, Bachelors,35, United-States, >50K
28, Assoc-acdm,40, United-States, <=50K
36, Some-college,56, United-States, >50K
39, HS-grad,40, United-States, <=50K
44, Some-college,40, United-States, <=50K
70, HS-grad,12, United-States, <=50K
60, HS-grad,40, United-States, <=50K
35, Bachelors,50, United-States, >50K
59, Bachelors,48, United-States, >50K
21, Some-college,60, United-States, <=50K
22, Assoc-acdm,16, United-States, <=50K
31, Some-college,50, United-States, >50K
40, Bachelors,50, United-States, >50K
33, HS-grad,45, United-States, >50K
41, Masters,60, United-States, <=50K
31, Assoc-acdm,35, United-States, >50K
62, Assoc-voc,40, United-States, <=50K
43, HS-grad,35, United-States, <=50K
28, Bachelors,60, United-States, <=50K
43, 10th,40, United-States, >50K
55, Masters,55, United-States, >50K
42, HS-grad,25, United-States, <=50K
23, Bachelors,40, United-States, <=50K
55, Some-college,40, United-States, >50K
44, Bachelors,45, United-States, >50K
19, 11th,32, Nicaragua, <=50K
23, HS-grad,40, United-States, <=50K
41, HS-grad,50, United-States, <=50K
63, HS-grad,20, United-States, <=50K
51, HS-grad,40, United-States, <=50K
49, HS-grad,90, United-States, <=50K
29, Masters,20, Taiwan, <=50K
25, Some-college,40, United-States, >50K
44, Prof-school,50, United-States, >50K
17, 11th,30, United-States, <=50K
42, Masters,40, United-States, >50K
21, 11th,35, United-States, <=50K
26, Some-college,40, United-States, <=50K
24, Some-college,40, United-States, <=50K
30, Bachelors,42, United-States, >50K
58, Bachelors,50, United-States, >50K
19, HS-grad,28, United-States, <=50K
65, 7th-8th,24, United-States, <=50K
52, Some-college,60, United-States, >50K
17, 10th,20, United-States, <=50K
27, HS-grad,22, United-States, <=50K
53, Prof-school,40, United-States, <=50K
24, Bachelors,40, United-States, <=50K
37, Some-college,40, United-States, >50K
34, Assoc-voc,18, United-States, <=50K
40, Assoc-acdm,50, United-States, >50K
49, HS-grad,40, United-States, >50K
86, Masters,40, United-States, <=50K
49, Assoc-voc,60, United-States, >50K
43, 11th,60, United-States, <=50K
47, Some-college,35, Puerto-Rico, <=50K
32, HS-grad,50, United-States, >50K
30, Assoc-voc,60, United-States, <=50K
25, HS-grad,40, United-States, <=50K
42, Bachelors,40, United-States, >50K
60, Some-college,65, United-States, <=50K
46, Some-college,38, United-States, >50K
39, Some-college,40, United-States, >50K
28, Assoc-acdm,70, United-States, >50K
26, 10th,55, Puerto-Rico, <=50K
27, Some-college,40, United-States, <=50K
59, Some-college,40, United-States, <=50K
64, HS-grad,40, United-States, <=50K
90, HS-grad,12, United-States, <=50K
51, Some-college,45, United-States, >50K
36, HS-grad,40, United-States, <=50K
39, 7th-8th,40, Dominican-Republic, <=50K
30, HS-grad,25, United-States, <=50K
47, Masters,40, United-States, >50K
32, Masters,60, United-States, >50K
24, Assoc-acdm,40, United-States, <=50K
23, HS-grad,30, United-States, <=50K
62, HS-grad,20, United-States, <=50K
48, Some-college,20, United-States, <=50K
62, 12th,40, Canada, <=50K
35, Bachelors,65, United-States, <=50K
27, Bachelors,40, United-States, <=50K
49, Some-college,35, United-States, <=50K
18, 10th,20, United-States, <=50K
19, Some-college,30, United-States, <=50K
63, Assoc-acdm,40, United-States, >50K
54, HS-grad,40, United-States, <=50K
24, Some-college,40, United-States, >50K
61, 10th,50, United-States, >50K
50, HS-grad,48, United-States, >50K
36, Bachelors,40, United-States, >50K
21, Some-college,50, United-States, <=50K
38, Prof-school,50, United-States, >50K
30, Some-college,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
33, Some-college,52, United-States, <=50K
39, HS-grad,38, United-States, >50K
42, HS-grad,50, United-States, >50K
47, HS-grad,40, United-States, <=50K
42, Bachelors,33, United-States, <=50K
29, Bachelors,40, United-States, <=50K
35, Bachelors,55, United-States, <=50K
23, Some-college,30, United-States, <=50K
28, Some-college,60, United-States, <=50K
34, HS-grad,40, United-States, <=50K
40, Some-college,40, United-States, <=50K
67, HS-grad,30, United-States, <=50K
49, HS-grad,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
60, Bachelors,40, United-States, <=50K
26, Bachelors,35, United-States, <=50K
25, HS-grad,40, United-States, <=50K
40, Some-college,30, United-States, <=50K
56, HS-grad,40, United-States, <=50K
35, Assoc-acdm,45, United-States, >50K
54, HS-grad,40, United-States, <=50K
25, Bachelors,40, United-States, <=50K
28, Bachelors,40, United-States, <=50K
31, Bachelors,40, United-States, <=50K
45, HS-grad,40, United-States, <=50K
52, HS-grad,40, United-States, <=50K
39, Masters,50, Columbia, <=50K
19, HS-grad,40, United-States, <=50K
23, 12th,40, United-States, <=50K
23, 7th-8th,40, Mexico, <=50K
52, Assoc-voc,40, United-States, >50K
33, Prof-school,60, United-States, >50K
35, Bachelors,50, Haiti, <=50K
58, HS-grad,40, United-States, <=50K
61, HS-grad,45, United-States, >50K
39, Bachelors,70, United-States, >50K
38, 11th,40, United-States, <=50K
59, HS-grad,40, United-States, >50K
41, Bachelors,50, United-States, >50K
27, 9th,50, United-States, <=50K
19, 11th,10, United-States, <=50K
22, Some-college,20, United-States, <=50K
59, Assoc-acdm,40, United-States, <=50K
37, HS-grad,45, United-States, >50K
31, 12th,43, United-States, <=50K
18, 11th,40, United-States, <=50K
20, Some-college,35, United-States, <=50K
28, HS-grad,60, United-States, <=50K
28, Some-college,30, United-States, <=50K
49, Bachelors,40, United-States, <=50K
38, HS-grad,40, United-States, >50K
19, HS-grad,20, United-States, <=50K
43, Bachelors,40, United-States, >50K
28, HS-grad,40, United-States, >50K
41, Some-college,24, El-Salvador, <=50K
50, Masters,65, United-States, >50K
46, Bachelors,40, Portugal, <=50K
20, Some-college,40, United-States, <=50K
45, Bachelors,60, United-States, >50K
28, Some-college,50, United-States, <=50K
37, Some-college,40, United-States, <=50K
46, Doctorate,50, United-States, >50K
66, HS-grad,40, United-States, <=50K
35, Some-college,40, United-States, <=50K
38, Bachelors,50, United-States, >50K
25, 11th,45, United-States, <=50K
55, Prof-school,40, United-States, >50K
48, 7th-8th,40, United-States, <=50K
56, Some-college,38, United-States, <=50K
47, Masters,45, United-States, <=50K
55, Bachelors,40, United-States, >50K
41, Assoc-acdm,40, United-States, <=50K
47, Some-college,65, United-States, >50K
40, HS-grad,43, United-States, <=50K
41, Bachelors,40, United-States, <=50K
21, Some-college,20, United-States, <=50K
52, HS-grad,40, United-States, <=50K
62, Doctorate,50, United-States, >50K
46, 11th,45, United-States, >50K
21, Some-college,20, United-States, <=50K
35, Bachelors,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
21, 10th,40, United-States, <=50K
35, HS-grad,50, United-States, <=50K
46, Bachelors,50, India, >50K
70, HS-grad,40, United-States, <=50K
35, Doctorate,40, Taiwan, >50K
34, Some-college,60, United-States, <=50K
21, Assoc-voc,30, United-States, <=50K
29, HS-grad,60, United-States, <=50K
41, Masters,60, United-States, >50K
51, HS-grad,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
47, Bachelors,40, United-States, <=50K
42, Prof-school,65, United-States, >50K
19, HS-grad,40, El-Salvador, <=50K
46, Bachelors,40, United-States, >50K
23, Some-college,40, United-States, <=50K
49, HS-grad,40, United-States, <=50K
58, Bachelors,40, United-States, <=50K
41, Bachelors,50, United-States, >50K
50, Bachelors,40, United-States, >50K
77, HS-grad,10, United-States, <=50K
27, Assoc-voc,60, United-States, <=50K
29, HS-grad,60, United-States, <=50K
54, Preschool,40, India, <=50K
39, Some-college,37, United-States, <=50K
32, Some-college,50, United-States, <=50K
36, Bachelors,40, United-States, <=50K
24, Bachelors,20, United-States, <=50K
50, Masters,45, United-States, >50K
32, HS-grad,65, United-States, <=50K
26, Bachelors,40, United-States, <=50K
49, Bachelors,40, United-States, <=50K
38, Assoc-voc,42, United-States, <=50K
47, Bachelors,40, United-States, <=50K
31, Some-college,40, United-States, >50K
38, HS-grad,55, United-States, <=50K
50, Some-college,40, United-States, >50K
18, 11th,40, United-States, <=50K
59, Masters,40, United-States, <=50K
56, Some-college,50, United-States, >50K
34, HS-grad,50, United-States, <=50K
32, Bachelors,40, United-States, <=50K
29, Bachelors,35, United-States, <=50K
29, Some-college,40, United-States, <=50K
42, Bachelors,45, United-States, >50K
37, Some-college,40, United-States, <=50K
36, HS-grad,40, United-States, <=50K
59, Masters,40, United-States, >50K
32, Bachelors,50, United-States, >50K
52, HS-grad,56, United-States, >50K
29, HS-grad,40, Thailand, <=50K
39, Prof-school,35, United-States, >50K
39, Some-college,40, United-States, <=50K
69, Bachelors,15, United-States, <=50K
43, HS-grad,35, United-States, <=50K
39, Assoc-voc,48, United-States, <=50K
19, Some-college,30, United-States, <=50K
60, Assoc-voc,60, United-States, >50K
51, HS-grad,40, United-States, <=50K
75, Some-college,8, United-States, <=50K
37, Assoc-voc,40, United-States, <=50K
24, Some-college,40, ?, <=50K
20, 11th,20, United-States, <=50K
58, HS-grad,70, United-States, <=50K
21, Masters,15, United-States, <=50K
28, HS-grad,40, United-States, <=50K
40, 10th,40, United-States, <=50K
45, HS-grad,50, United-States, <=50K
40, Prof-school,40, United-States, >50K
41, Some-college,40, United-States, <=50K
58, HS-grad,40, United-States, <=50K
44, Assoc-voc,40, United-States, >50K
26, HS-grad,65, United-States, <=50K
29, Assoc-acdm,45, Mexico, <=50K
45, Masters,40, United-States, <=50K
23, Assoc-acdm,40, United-States, <=50K
39, HS-grad,40, United-States, <=50K
45, Doctorate,40, United-States, >50K
51, Masters,40, United-States, >50K
22, HS-grad,40, United-States, <=50K
67, 7th-8th,3, United-States, <=50K
28, HS-grad,40, United-States, <=50K
23, Some-college,25, United-States, <=50K
33, HS-grad,35, United-States, <=50K
37, Assoc-voc,43, United-States, <=50K
19, Some-college,40, United-States, <=50K
90, 1st-4th,40, United-States, <=50K
35, 11th,40, United-States, <=50K
62, 7th-8th,38, Columbia, <=50K
20, Some-college,15, United-States, <=50K
25, HS-grad,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
32, Some-college,35, United-States, <=50K
32, Bachelors,45, United-States, <=50K
70, HS-grad,12, United-States, <=50K
65, 10th,50, United-States, >50K
57, 11th,40, United-States, <=50K
31, Some-college,40, United-States, <=50K
37, Bachelors,60, United-States, >50K
34, HS-grad,36, United-States, <=50K
26, Some-college,78, United-States, <=50K
44, Some-college,48, United-States, <=50K
66, 7th-8th,40, United-States, <=50K
39, HS-grad,40, United-States, <=50K
31, HS-grad,40, United-States, >50K
53, Assoc-voc,40, United-States, >50K
36, HS-grad,50, United-States, <=50K
61, 9th,40, United-States, <=50K
43, Bachelors,40, United-States, >50K
38, Some-college,40, United-States, <=50K
26, HS-grad,50, Mexico, <=50K
27, HS-grad,8, United-States, <=50K
58, 9th,40, United-States, <=50K
37, HS-grad,12, Puerto-Rico, <=50K
56, 7th-8th,26, United-States, <=50K
36, Some-college,60, United-States, >50K
29, HS-grad,40, United-States, <=50K
28, 10th,30, United-States, <=50K
61, Doctorate,40, United-States, >50K
66, 9th,25, United-States, >50K
31, Some-college,50, United-States, >50K
21, Assoc-acdm,40, United-States, <=50K
67, HS-grad,58, United-States, >50K
26, HS-grad,40, United-States, <=50K
21, Some-college,50, United-States, <=50K
33, HS-grad,40, United-States, <=50K
33, HS-grad,32, United-States, <=50K
59, Bachelors,50, United-States, >50K
82, 7th-8th,50, United-States, <=50K
34, Doctorate,50, United-States, >50K
29, Bachelors,50, France, >50K
19, Some-college,40, United-States, <=50K
57, HS-grad,1, United-States, <=50K
41, Some-college,50, United-States, >50K
55, 10th,40, United-States, <=50K
27, Some-college,40, United-States, <=50K
33, HS-grad,45, United-States, <=50K
43, Some-college,50, United-States, >50K
72, Some-college,16, United-States, <=50K
68, HS-grad,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
41, Bachelors,60, United-States, <=50K
30, HS-grad,40, United-States, <=50K
31, Bachelors,70, United-States, >50K
54, 5th-6th,30, Haiti, <=50K
32, Assoc-acdm,50, United-States, >50K
56, HS-grad,40, United-States, <=50K
39, Bachelors,6, United-States, >50K
41, Assoc-voc,35, United-States, >50K
48, HS-grad,40, United-States, <=50K
66, 7th-8th,48, United-States, <=50K
25, Bachelors,50, United-States, <=50K
31, HS-grad,40, United-States, <=50K
32, Assoc-acdm,48, United-States, <=50K
51, Bachelors,40, United-States, >50K
42, HS-grad,40, Trinadad&Tobago, <=50K
22, Some-college,35, United-States, <=50K
31, Prof-school,60, United-States, >50K
43, HS-grad,40, United-States, <=50K
42, Some-college,40, United-States, <=50K
20, HS-grad,40, United-States, <=50K
40, Bachelors,40, United-States, >50K
65, HS-grad,20, United-States, <=50K
53, Bachelors,52, United-States, >50K
56, Some-college,60, United-States, >50K
51, Doctorate,55, United-States, >50K
38, HS-grad,40, United-States, <=50K
44, Masters,50, United-States, >50K
49, HS-grad,60, United-States, >50K
47, HS-grad,44, United-States, >50K
22, Assoc-acdm,40, United-States, <=50K
53, Some-college,45, United-States, >50K
41, Some-college,20, United-States, <=50K
19, HS-grad,40, United-States, <=50K
27, Bachelors,43, United-States, <=50K
48, Assoc-voc,25, United-States, >50K
52, 7th-8th,7, United-States, <=50K
61, Prof-school,40, United-States, >50K
45, Bachelors,45, China, >50K
29, 9th,40, United-States, <=50K
41, Some-college,21, United-States, <=50K
38, Some-college,60, United-States, <=50K
32, Some-college,40, United-States, >50K
37, HS-grad,40, United-States, <=50K
55, 10th,40, United-States, <=50K
62, HS-grad,40, United-States, <=50K
48, HS-grad,40, United-States, <=50K
43, Some-college,50, United-States, >50K
25, HS-grad,24, United-States, <=50K
47, HS-grad,40, United-States, <=50K
49, Bachelors,70, United-States, <=50K
55, HS-grad,40, United-States, <=50K
42, HS-grad,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
34, Assoc-voc,40, United-States, <=50K
38, HS-grad,10, United-States, <=50K
39, HS-grad,40, United-States, >50K
45, Assoc-acdm,55, United-States, <=50K
43, Assoc-acdm,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
18, Some-college,20, Mexico, <=50K
27, Masters,40, United-States, <=50K
57, Assoc-acdm,40, United-States, <=50K
38, HS-grad,60, United-States, <=50K
67, Bachelors,40, United-States, >50K
26, 11th,20, United-States, <=50K
21, HS-grad,40, United-States, <=50K
17, 10th,15, United-States, <=50K
31, HS-grad,40, Mexico, <=50K
51, Assoc-acdm,30, United-States, <=50K
29, Bachelors,40, United-States, >50K
28, Bachelors,40, United-States, >50K
32, Assoc-acdm,45, United-States, >50K
31, Some-college,45, United-States, <=50K
26, Some-college,40, United-States, >50K
28, Bachelors,40, United-States, <=50K
40, Masters,40, United-States, <=50K
51, 7th-8th,19, United-States, <=50K
62, Some-college,20, United-States, <=50K
54, 10th,60, United-States, <=50K
55, HS-grad,16, United-States, <=50K
24, HS-grad,20, United-States, <=50K
27, Masters,45, United-States, <=50K
18, HS-grad,30, United-States, <=50K
22, Bachelors,40, United-States, >50K
21, HS-grad,40, United-States, <=50K
44, Some-college,80, Philippines, >50K
50, Masters,60, United-States, >50K
38, Bachelors,40, United-States, >50K
39, Bachelors,50, United-States, >50K
27, HS-grad,40, United-States, <=50K
35, 11th,40, United-States, <=50K
51, Some-college,60, United-States, >50K
60, Some-college,40, United-States, <=50K
62, Some-college,40, United-States, >50K
38, HS-grad,40, United-States, <=50K
37, Some-college,35, United-States, <=50K
43, Some-college,40, United-States, <=50K
49, Some-college,50, United-States, <=50K
17, 10th,25, United-States, <=50K
32, HS-grad,60, United-States, <=50K
23, Bachelors,38, United-States, <=50K
28, Bachelors,40, United-States, >50K
83, Bachelors,55, United-States, >50K
25, Bachelors,40, United-States, <=50K
42, Bachelors,60, United-States, <=50K
46, 11th,40, United-States, <=50K
29, Bachelors,50, United-States, <=50K
44, Masters,45, United-States, >50K
60, Prof-school,45, United-States, >50K
30, Assoc-voc,40, United-States, <=50K
24, Some-college,17, United-States, <=50K
17, 10th,10, United-States, <=50K
76, 11th,16, United-States, <=50K
31, Assoc-acdm,40, United-States, <=50K
52, Some-college,40, United-States, >50K
39, Bachelors,35, United-States, <=50K
73, Bachelors,50, United-States, >50K
38, HS-grad,24, United-States, <=50K
48, HS-grad,20, United-States, <=50K
60, 10th,40, United-States, <=50K
26, HS-grad,40, United-States, <=50K
20, HS-grad,40, United-States, <=50K
54, Doctorate,40, United-States, >50K
50, HS-grad,40, United-States, <=50K
20, Some-college,40, United-States, <=50K
23, Some-college,22, United-States, <=50K
35, Assoc-voc,40, United-States, >50K
43, 10th,40, United-States, <=50K
50, HS-grad,32, United-States, <=50K
58, 1st-4th,50, United-States, <=50K
55, Assoc-acdm,40, United-States, <=50K
29, Bachelors,45, United-States, >50K
47, Some-college,40, United-States, <=50K
39, HS-grad,40, United-States, <=50K
63, HS-grad,35, United-States, >50K
27, HS-grad,60, United-States, <=50K
62, 11th,40, United-States, <=50K
38, Some-college,40, United-States, <=50K
25, HS-grad,65, United-States, <=50K
31, HS-grad,52, Mexico, <=50K
40, Some-college,40, United-States, <=50K
42, Doctorate,50, United-States, <=50K
52, HS-grad,40, United-States, >50K
46, Bachelors,40, United-States, >50K
31, Some-college,50, Mexico, <=50K
33, HS-grad,40, United-States, <=50K
58, HS-grad,40, United-States, <=50K
52, HS-grad,36, United-States, >50K
25, Bachelors,35, United-States, >50K
54, Bachelors,40, United-States, >50K
46, Masters,60, United-States, <=50K
28, HS-grad,40, United-States, <=50K
24, 7th-8th,40, United-States, <=50K
39, Bachelors,40, United-States, <=50K
60, Some-college,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
27, Bachelors,40, United-States, <=50K
35, Bachelors,45, United-States, >50K
47, Bachelors,50, United-States, <=50K
33, Bachelors,50, United-States, >50K
40, Bachelors,45, United-States, >50K
38, Bachelors,40, United-States, >50K
26, Assoc-acdm,40, United-States, <=50K
54, Bachelors,50, United-States, >50K
39, Bachelors,40, ?, <=50K
60, 7th-8th,40, United-States, <=50K
32, Masters,40, United-States, <=50K
19, Some-college,15, United-States, <=50K
49, HS-grad,60, United-States, <=50K
31, 11th,48, United-States, <=50K
29, HS-grad,25, United-States, <=50K
39, HS-grad,40, United-States, <=50K
42, Masters,50, ?, >50K
26, HS-grad,35, United-States, <=50K
27, Assoc-voc,40, United-States, <=50K
52, 9th,40, United-States, <=50K
50, Some-college,40, United-States, <=50K
51, HS-grad,45, United-States, >50K
51, HS-grad,40, United-States, >50K
40, HS-grad,40, United-States, >50K
61, 7th-8th,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
41, HS-grad,28, United-States, <=50K
31, Masters,40, United-States, >50K
43, HS-grad,40, United-States, >50K
20, HS-grad,40, United-States, <=50K
35, Some-college,40, United-States, <=50K
30, Some-college,45, United-States, <=50K
42, Prof-school,40, United-States, >50K
51, HS-grad,40, United-States, >50K
39, Masters,99, Japan, >50K
69, 9th,25, United-States, <=50K
63, 9th,40, United-States, >50K
29, Some-college,40, United-States, <=50K
21, Some-college,20, United-States, <=50K
24, Bachelors,55, United-States, <=50K
55, HS-grad,40, United-States, <=50K
42, HS-grad,45, United-States, <=50K
48, 11th,40, United-States, <=50K
31, Bachelors,42, United-States, <=50K
52, Assoc-voc,40, United-States, >50K
30, Some-college,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
32, Some-college,40, United-States, <=50K
47, Some-college,40, United-States, >50K
56, 9th,40, United-States, <=50K
40, Some-college,40, United-States, <=50K
20, Some-college,10, United-States, <=50K
36, Some-college,40, United-States, <=50K
45, Bachelors,40, United-States, <=50K
38, 9th,40, United-States, <=50K
60, Prof-school,40, United-States, >50K
70, Masters,40, United-States, <=50K
21, Some-college,30, United-States, <=50K
57, HS-grad,40, United-States, <=50K
33, HS-grad,48, United-States, <=50K
37, HS-grad,50, United-States, <=50K
50, Prof-school,50, United-States, >50K
68, Some-college,55, United-States, >50K
28, 11th,40, Mexico, <=50K
32, Some-college,40, United-States, <=50K
30, Prof-school,50, United-States, >50K
18, 11th,30, United-States, <=50K
45, Some-college,20, United-States, <=50K
22, HS-grad,40, Mexico, <=50K
38, Bachelors,8, United-States, <=50K
37, Assoc-voc,40, United-States, <=50K
23, Bachelors,40, United-States, <=50K
59, 7th-8th,40, United-States, <=50K
48, Prof-school,40, United-States, >50K
53, Some-college,50, United-States, >50K
18, HS-grad,25, United-States, <=50K
30, Bachelors,40, Mexico, <=50K
50, Some-college,45, United-States, >50K
63, 11th,40, United-States, <=50K
38, HS-grad,40, United-States, <=50K
48, 9th,40, United-States, <=50K
60, HS-grad,40, United-States, <=50K
46, HS-grad,50, Peru, <=50K
30, HS-grad,30, United-States, <=50K
39, Bachelors,60, United-States, >50K
55, Some-college,40, United-States, >50K
17, 11th,15, United-States, <=50K
46, Bachelors,55, United-States, >50K
50, HS-grad,65, United-States, <=50K
32, Bachelors,30, United-States, <=50K
18, HS-grad,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
50, Bachelors,45, United-States, >50K
32, 11th,55, United-States, <=50K
23, Bachelors,40, United-States, <=50K
26, Bachelors,50, United-States, <=50K
46, Assoc-acdm,50, United-States, <=50K
43, Some-college,55, United-States, <=50K
32, HS-grad,60, United-States, >50K
37, Assoc-acdm,38, United-States, <=50K
48, Some-college,45, United-States, >50K
28, Bachelors,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
51, 10th,24, United-States, <=50K
30, HS-grad,50, Dominican-Republic, <=50K
34, Masters,50, United-States, >50K
34, HS-grad,40, United-States, <=50K
41, Bachelors,60, United-States, >50K
53, 10th,48, United-States, <=50K
42, Preschool,40, Nicaragua, <=50K
18, HS-grad,30, United-States, <=50K
81, Bachelors,50, United-States, >50K
40, Assoc-voc,40, United-States, <=50K
26, Bachelors,35, United-States, <=50K
20, Some-college,15, United-States, <=50K
41, HS-grad,50, United-States, <=50K
49, Masters,45, United-States, >50K
22, Some-college,20, United-States, <=50K
46, Bachelors,45, United-States, >50K
56, Some-college,40, United-States, <=50K
35, HS-grad,40, United-States, >50K
34, Bachelors,35, United-States, <=50K
29, Masters,40, United-States, >50K
28, 12th,45, ?, <=50K
35, Bachelors,37, United-States, <=50K
29, Some-college,40, United-States, <=50K
21, Some-college,30, Columbia, <=50K
52, Some-college,95, United-States, >50K
45, HS-grad,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
35, HS-grad,25, United-States, <=50K
21, Some-college,20, United-States, <=50K
35, 10th,40, United-States, <=50K
30, HS-grad,40, United-States, <=50K
45, HS-grad,40, Canada, <=50K
29, Some-college,20, United-States, <=50K
29, 10th,40, United-States, <=50K
