LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,SellingDate,BuildingDate,RemodAddDate
79.0,10289,5,7,168.0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,2,515,0,0,0,0,0,0,0,156000,2007-01-06,1965-01-10,1965-01-10
70.0,12243,5,6,0.0,486,1484,1484,0,0,1484,0,0,2,0,3,1,7,1,2,487,224,0,0,0,180,0,0,175000,2007-01-02,1971-01-03,1971-01-03
60.0,10800,5,4,0.0,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,2,520,142,0,0,0,0,0,0,160000,2006-01-05,1900-01-03,1970-01-03
21.0,1526,4,8,0.0,115,630,630,0,0,630,1,0,1,0,1,1,3,0,1,286,0,0,0,0,0,0,0,86000,2009-01-05,1970-01-01,2002-01-06
0.0,2665,5,6,0.0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1,336,141,24,0,0,0,0,0,115000,2008-01-06,1976-01-06,1976-01-06
79.0,9490,6,7,0.0,238,806,958,620,0,1578,1,0,1,0,3,1,5,2,1,240,0,0,32,0,0,0,0,133000,2006-01-08,1941-01-10,1950-01-02
105.0,15578,6,5,0.0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2,429,0,0,0,0,0,0,0,172785,2006-01-05,2006-01-03,2006-01-03
70.0,7931,5,6,0.0,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1,308,0,0,0,0,0,0,0,155000,2008-01-06,1960-01-04,1960-01-04
50.0,5784,5,8,0.0,190,190,886,0,0,886,0,0,1,0,2,1,4,0,1,273,144,20,80,0,0,0,0,91300,2009-01-12,1938-01-12,1996-01-03
60.0,7879,4,5,0.0,225,720,720,0,0,720,0,0,1,0,2,1,4,0,0,0,0,523,115,0,0,0,0,34900,2009-01-11,1920-01-01,1950-01-03
0.0,12692,8,5,0.0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,2,546,264,75,291,0,0,0,0,430000,2007-01-05,1992-01-05,1993-01-01
60.0,9120,7,6,0.0,697,1026,1133,687,0,1820,1,0,2,0,4,1,8,0,1,240,0,100,0,0,0,0,0,184000,2008-01-06,1925-01-09,1950-01-01
65.0,7800,5,7,89.0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1,288,64,0,0,0,0,0,0,130000,2009-01-06,1967-01-04,2004-01-11
70.0,7535,5,7,0.0,522,912,912,0,0,912,0,1,1,0,2,1,5,0,1,297,12,285,0,0,0,0,480,120000,2007-01-06,1958-01-04,1985-01-12
21.0,1890,6,5,285.0,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,1,264,144,28,0,0,0,0,0,113000,2007-01-05,1973-01-01,1973-01-01
75.0,9803,7,5,0.0,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,603,0,108,0,0,0,0,0,226700,2008-01-02,2005-01-02,2005-01-02
70.0,9170,5,7,0.0,420,1214,1214,0,0,1214,1,0,1,0,2,1,6,0,2,461,0,0,184,0,0,0,400,140000,2007-01-04,1965-01-12,1965-01-12
100.0,15602,7,8,0.0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,2,484,0,54,0,0,161,0,0,289000,2010-01-03,1959-01-08,1997-01-09
24.0,2308,6,5,0.0,103,855,855,467,0,1322,0,1,2,1,3,1,6,1,2,440,260,0,0,0,0,0,0,147000,2009-01-06,1974-01-12,1974-01-12
60.0,7596,5,5,360.0,960,960,960,1000,0,1960,0,0,2,0,4,2,10,0,2,400,0,0,0,0,0,0,0,124500,2009-01-07,1952-01-08,1952-01-08
80.0,9554,8,5,125.0,397,777,1065,846,0,1911,0,0,2,1,3,1,8,1,2,471,182,81,0,0,0,0,0,215000,2006-01-09,1993-01-05,1994-01-05
75.0,7862,6,5,0.0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2,676,0,102,0,0,0,0,0,208300,2009-01-09,2009-01-03,2009-01-03
60.0,9600,7,9,0.0,548,689,689,689,0,1378,0,0,2,0,3,1,7,1,2,360,0,0,116,0,0,0,0,161000,2008-01-10,1928-01-02,2005-01-10
80.0,9600,5,6,132.0,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,1,270,224,88,0,0,0,0,0,124500,2009-01-07,1959-01-06,1959-01-06
75.0,14559,5,7,70.0,178,1008,1363,0,0,1363,1,0,1,0,2,1,6,2,1,288,324,42,0,0,168,0,2000,164900,2009-01-06,1951-01-07,2000-01-02
40.0,6792,7,5,94.0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2,474,132,35,0,0,0,0,0,202665,2006-01-03,2005-01-02,2006-01-03
70.0,9100,5,5,0.0,169,864,864,0,0,864,1,0,1,0,3,1,5,0,2,624,0,0,0,0,0,0,0,129900,2006-01-07,1958-01-12,1958-01-12
71.0,9187,6,5,0.0,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,2,484,120,0,158,0,0,0,0,134000,2007-01-06,1983-01-03,1983-01-03
55.0,10594,5,5,0.0,768,768,789,0,0,789,0,0,1,0,2,1,5,0,1,200,0,0,112,0,0,0,0,96500,2007-01-06,1926-01-10,1950-01-07
94.0,12220,10,5,305.0,570,2006,2020,0,0,2020,1,0,2,1,3,1,9,1,3,900,156,54,0,0,0,0,0,402861,2009-01-09,2009-01-01,2009-01-01
0.0,10448,6,6,333.0,689,689,1378,741,0,2119,0,0,2,1,3,1,7,1,2,583,0,104,0,0,0,0,0,158000,2009-01-08,1972-01-01,1972-01-01
79.0,10208,7,5,921.0,1264,1264,1277,1067,0,2344,0,0,2,1,3,1,7,1,3,889,220,0,0,0,0,0,0,265000,2009-01-07,1996-01-10,1997-01-08
0.0,9531,6,5,0.0,88,794,882,914,0,1796,1,0,2,1,3,1,7,0,2,546,0,36,0,0,0,0,0,211000,2007-01-05,1998-01-03,1998-01-03
53.0,10918,7,9,0.0,1276,1276,1276,804,0,2080,0,0,1,1,3,1,9,2,1,282,0,0,0,0,145,0,0,234000,2009-01-06,1926-01-09,2004-01-11
60.0,10800,4,7,0.0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,0,0,220,114,210,0,0,0,0,106250,2008-01-08,1900-01-01,2000-01-09
90.0,11988,6,6,0.0,467,1244,1244,0,0,1244,0,0,1,1,3,1,6,2,1,336,0,40,0,0,0,0,0,150000,2007-01-05,1957-01-08,1957-01-08
50.0,5000,6,7,0.0,605,1004,1004,660,0,1664,0,0,2,0,3,1,7,2,2,420,0,24,36,0,0,0,0,159000,2006-01-10,1947-01-06,1950-01-12
95.0,11787,7,5,594.0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,3,834,239,60,0,0,0,0,0,315750,2007-01-08,1996-01-01,1997-01-01
62.0,7500,7,5,0.0,1257,1257,1266,0,0,1266,0,0,2,0,3,1,6,1,2,453,38,144,0,0,0,0,0,176000,2006-01-04,2005-01-08,2005-01-08
70.0,13300,5,7,0.0,551,928,928,0,0,928,0,0,1,0,2,1,4,0,1,252,261,0,156,0,0,0,0,132000,2007-01-06,1956-01-11,2000-01-11
67.0,14948,9,5,268.0,122,1452,1476,1237,0,2713,1,0,2,1,3,1,11,1,3,858,126,66,0,0,0,0,0,446261,2008-01-11,2008-01-01,2008-01-01
58.0,9098,4,7,0.0,180,528,605,0,0,605,1,0,1,0,2,1,5,0,0,0,0,0,144,0,0,0,0,86000,2007-01-07,1920-01-06,2002-01-05
85.0,10200,6,5,219.0,678,1461,1509,0,0,1509,1,0,2,0,3,1,5,1,2,600,224,0,0,0,0,0,0,175000,2008-01-08,1988-01-10,1989-01-01
60.0,6155,6,8,0.0,611,611,751,611,0,1362,0,0,2,0,3,1,6,0,2,502,0,0,84,0,0,0,0,128000,2008-01-06,1920-01-12,1999-01-04
60.0,7200,5,7,0.0,0,0,827,0,0,827,0,0,1,0,2,1,5,1,1,392,0,0,0,0,0,0,0,107500,2010-01-04,1955-01-11,2007-01-01
50.0,5000,1,3,0.0,0,0,334,0,0,334,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,39300,2007-01-01,1946-01-12,1950-01-01
74.0,9056,8,5,0.0,707,707,707,707,0,1414,0,0,2,1,3,1,6,1,2,403,100,35,0,0,0,0,0,178000,2006-01-10,2004-01-03,2004-01-03
70.0,7000,5,7,0.0,148,1117,820,527,0,1347,1,0,1,0,3,1,5,0,0,0,85,0,148,0,0,0,0,107500,2008-01-01,1910-01-08,1991-01-02
57.0,8924,7,5,0.0,880,880,880,844,0,1724,0,0,2,1,3,1,8,0,2,527,120,155,0,0,0,0,0,188000,2008-01-07,1998-01-09,1999-01-09
0.0,12735,4,5,0.0,264,864,864,0,0,864,0,0,1,0,3,1,5,0,2,576,216,0,0,0,0,0,0,111250,2008-01-04,1972-01-02,1972-01-02
0.0,11553,5,5,188.0,378,1051,1159,0,0,1159,0,0,1,1,3,1,7,1,1,336,466,0,0,0,0,0,0,158000,2006-01-07,1968-01-03,1968-01-03
0.0,11423,8,5,479.0,223,1581,1601,0,0,1601,1,0,2,0,3,1,6,1,2,670,180,0,0,0,0,0,2000,272000,2010-01-05,2001-01-01,2002-01-09
85.0,14601,9,5,584.0,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,3,765,270,68,0,0,0,0,0,315000,2009-01-03,2006-01-01,2006-01-01
0.0,11000,8,5,72.0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,3,648,0,56,0,0,0,0,0,248000,2007-01-06,2000-01-03,2000-01-03
78.0,10140,7,5,0.0,379,1650,1680,0,0,1680,1,0,2,0,3,1,7,1,2,583,78,73,0,0,0,0,0,213250,2009-01-06,1998-01-10,1999-01-01
34.0,4058,7,5,182.0,0,723,767,0,0,767,1,0,1,0,1,1,4,0,1,367,120,40,0,0,0,0,0,133000,2007-01-06,1998-01-07,1998-01-07
58.0,17104,7,5,0.0,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,2,426,100,24,0,0,0,0,0,179665,2006-01-09,2006-01-05,2006-01-05
0.0,13837,7,5,178.0,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,3,786,0,0,0,0,0,0,0,229000,2006-01-02,1988-01-09,1988-01-09
70.0,8737,6,7,0.0,765,1065,915,720,0,1635,0,0,1,1,3,1,6,1,2,440,0,38,0,144,0,0,0,210000,2007-01-05,1923-01-03,1950-01-01
54.0,7244,5,7,0.0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,2,624,104,0,0,0,0,0,0,129500,2007-01-04,1970-01-01,1970-01-01
49.0,8235,5,7,0.0,0,825,825,0,0,825,1,0,1,0,2,1,4,0,2,720,140,50,0,0,0,0,0,125000,2008-01-06,1955-01-12,1995-01-09
75.0,9375,7,5,0.0,912,912,912,1182,0,2094,0,0,2,1,4,1,8,1,2,615,182,182,0,0,0,0,0,263000,2009-01-11,2003-01-07,2004-01-08
53.0,4043,6,6,0.0,510,1069,1069,0,0,1069,0,0,2,0,2,1,4,0,2,440,0,55,0,0,200,0,0,140000,2008-01-10,1977-01-10,1977-01-10
50.0,6000,5,6,0.0,620,928,928,0,0,928,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,112500,2008-01-06,1957-01-09,1957-01-09
87.0,11146,8,5,250.0,1709,1709,1717,0,0,1717,0,0,2,0,3,1,7,1,3,908,169,39,0,0,0,0,0,255500,2009-01-07,2006-01-06,2006-01-06
67.0,8777,4,5,0.0,0,0,1126,0,0,1126,0,0,2,0,2,1,5,0,2,520,0,96,0,0,0,0,0,108000,2009-01-05,1949-01-12,2003-01-09
85.0,10625,7,5,292.0,132,998,1006,1040,0,2046,1,0,2,1,3,1,8,1,3,871,320,62,0,0,0,0,0,284000,2008-01-08,2003-01-07,2004-01-03
58.0,6380,5,6,0.0,993,993,1048,0,0,1048,0,0,1,0,2,1,5,1,1,280,0,0,116,0,0,0,0,113000,2006-01-08,1922-01-02,1950-01-10
69.0,14850,5,5,0.0,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,1,299,268,0,0,0,122,0,0,141000,2006-01-05,1957-01-08,1957-01-08
60.0,11040,4,6,0.0,0,637,897,439,0,1336,0,0,1,1,3,1,7,0,1,570,0,47,120,0,0,0,0,108000,2006-01-09,1920-01-12,1950-01-07
57.0,21872,7,5,0.0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,2,406,264,22,0,0,0,0,0,175000,2008-01-08,1996-01-01,1997-01-12
0.0,3196,7,5,18.0,1374,1374,1557,0,0,1557,0,0,2,0,2,1,7,1,2,420,143,20,0,0,0,0,0,234000,2006-01-10,2003-01-08,2004-01-10
0.0,11341,5,6,180.0,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,2,528,0,0,0,0,95,0,0,121500,2010-01-05,1957-01-01,1996-01-05
77.0,10010,5,5,0.0,195,1389,1389,0,0,1389,1,0,1,0,2,1,6,1,2,418,240,38,0,0,0,0,0,170000,2006-01-04,1974-01-09,1975-01-06
63.0,13907,5,6,0.0,706,996,996,0,0,996,1,0,1,0,3,1,6,1,0,0,144,0,0,0,0,0,0,108000,2008-01-07,1940-01-04,1969-01-12
66.0,21780,6,7,0.0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,2,396,72,36,0,0,144,0,0,185000,2008-01-07,1918-01-10,1950-01-01
0.0,13346,7,5,0.0,367,1095,1166,1129,0,2295,1,0,2,1,4,1,9,1,2,590,0,40,0,0,0,0,0,268000,2006-01-07,1992-01-12,2000-01-12
66.0,6858,6,4,0.0,806,806,841,806,0,1647,1,0,1,1,4,1,6,0,1,216,0,66,136,0,0,0,0,128000,2010-01-05,1915-01-09,1950-01-01
77.0,11198,9,5,245.0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,3,656,144,39,0,0,0,0,0,325000,2008-01-06,2005-01-01,2007-01-03
70.0,10171,7,5,168.0,1515,1517,1535,0,0,1535,0,0,2,0,3,1,7,0,2,532,0,0,0,0,0,0,0,214000,2010-01-03,2004-01-07,2004-01-07
79.0,12327,8,8,0.0,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,2,612,349,40,0,0,0,0,0,316600,2009-01-09,1983-01-02,2009-01-03
0.0,7032,5,5,0.0,0,943,943,0,0,943,1,0,1,0,2,1,4,2,2,600,42,0,0,0,0,0,0,135960,2006-01-12,1979-01-02,1979-01-02
74.0,13101,5,5,108.0,1497,1728,1728,0,0,1728,0,0,2,0,6,2,10,0,2,576,0,0,0,0,0,0,0,142600,2008-01-11,1965-01-01,1965-01-01
60.0,7332,6,6,207.0,450,864,864,0,0,864,1,0,1,0,2,1,4,0,1,288,168,0,0,0,0,0,0,120000,2006-01-10,1959-01-03,1959-01-03
76.0,9967,7,5,0.0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,170000,2007-01-12,2000-01-01,2000-01-01
70.0,10500,5,7,82.0,23,372,576,533,0,1109,0,1,1,0,3,1,5,0,1,288,35,0,0,0,0,0,0,139000,2007-01-12,1971-01-12,2005-01-05
80.0,8480,5,5,0.0,390,832,832,384,0,1216,0,0,1,0,2,1,6,0,1,336,158,0,102,0,0,0,0,118500,2008-01-10,1947-01-09,1950-01-06
52.0,6292,7,7,0.0,861,861,877,600,0,1477,0,1,2,0,3,1,6,1,1,216,0,50,0,0,0,0,0,145000,2009-01-08,1928-01-01,1950-01-09
96.0,11777,5,6,97.0,285,1164,1320,0,0,1320,1,0,1,0,3,1,6,2,2,564,160,68,240,0,0,0,0,164500,2006-01-05,1966-01-10,1966-01-10
34.0,3604,7,5,0.0,689,689,703,689,0,1392,0,0,2,0,2,1,5,0,2,540,0,102,0,0,0,0,0,146000,2008-01-02,2007-01-12,2007-01-12
81.0,12150,5,5,335.0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,1,352,0,0,0,0,0,0,0,131500,2008-01-11,1954-01-05,1954-01-05
0.0,14585,6,6,85.0,331,1144,1429,0,0,1429,0,1,1,0,3,1,7,2,2,572,216,110,0,0,0,0,0,181900,2007-01-06,1960-01-05,1987-01-05
98.0,12704,8,5,306.0,2042,2042,2042,0,0,2042,0,0,2,1,3,1,8,1,3,1390,0,90,0,0,0,0,0,253293,2009-01-08,2008-01-07,2009-01-06
81.0,11841,6,5,104.0,0,816,816,0,0,816,1,0,1,0,3,1,5,0,0,0,0,32,0,0,0,0,0,118500,2007-01-05,1990-01-06,1990-01-06
75.0,13500,10,9,0.0,1237,1237,1521,1254,0,2775,0,0,3,1,3,1,9,1,2,880,105,502,0,0,0,0,0,325000,2008-01-07,1893-06-01,2000-01-04
51.0,6120,4,7,0.0,884,884,989,584,0,1573,0,0,1,0,3,1,6,0,1,240,0,0,54,0,120,0,0,133000,2009-01-07,1935-01-11,1995-01-01
55.0,10267,6,7,0.0,0,816,838,0,0,838,1,0,1,0,2,1,5,0,1,275,0,0,112,0,0,0,0,130000,2008-01-05,1918-01-06,2000-01-05
74.0,8740,5,6,0.0,168,840,860,0,0,860,1,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,137000,2009-01-07,1982-01-06,1982-01-06
65.0,25095,5,8,0.0,113,1437,1473,0,0,1473,2,0,1,0,1,1,5,2,1,452,0,48,0,0,60,0,0,143000,2009-01-06,1968-01-06,2003-01-08
50.0,9100,5,6,0.0,742,742,779,0,156,935,0,0,1,0,2,1,4,0,1,308,0,0,0,0,0,0,600,79500,2008-01-08,1930-01-07,1960-01-12
64.0,8320,7,5,0.0,280,770,770,812,0,1582,0,0,2,1,3,1,6,0,2,520,0,45,0,0,0,0,0,185900,2008-01-09,2004-01-05,2004-01-05
97.0,13478,10,5,420.0,384,1722,1728,568,0,2296,1,0,2,1,3,1,10,1,3,842,382,274,0,0,0,0,0,451950,2009-01-06,2008-01-05,2008-01-05
60.0,6600,5,8,0.0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,2,816,0,0,0,0,0,0,0,138000,2008-01-06,1982-01-10,2003-01-09
0.0,4435,6,5,170.0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2,420,140,0,0,0,0,0,0,140000,2009-01-05,2003-01-06,2003-01-06
88.0,7990,5,6,0.0,924,924,924,0,0,924,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,110000,2008-01-04,1975-01-03,1975-01-03
60.0,3600,6,7,0.0,684,684,684,684,0,1368,0,0,1,0,3,1,7,0,1,216,0,158,0,0,0,0,0,114504,2006-01-10,1910-01-01,1993-01-02
80.0,12984,5,6,459.0,0,1430,1647,0,0,1647,1,0,2,0,3,1,7,1,2,621,0,0,0,0,0,0,0,217500,2006-01-03,1977-01-03,1977-01-03
24.0,1950,6,6,0.0,23,716,716,840,0,1556,1,0,2,1,3,1,6,1,2,452,161,0,0,0,0,0,0,151000,2008-01-07,1980-01-10,1980-01-10
74.0,10927,8,5,280.0,512,1058,1058,846,0,1904,1,0,2,1,3,1,8,1,2,736,179,60,0,0,0,0,0,275000,2006-01-06,2005-01-01,2005-01-01
50.0,9000,6,6,0.0,780,780,780,595,0,1375,0,0,1,1,3,1,6,1,1,544,0,162,0,0,126,0,0,141000,2007-01-12,1937-01-05,1950-01-07
80.0,10041,8,5,0.0,119,908,927,988,0,1915,1,0,2,1,3,1,8,1,2,506,120,150,0,0,0,0,0,220000,2006-01-02,1992-01-07,1992-01-07
30.0,3182,7,5,0.0,600,600,600,600,0,1200,0,0,2,1,2,1,4,0,2,480,0,172,0,0,0,0,0,151000,2010-01-06,2004-01-10,2005-01-12
88.0,12803,7,5,99.0,572,1494,1494,0,0,1494,1,0,2,0,3,1,6,1,2,530,192,36,0,0,0,0,0,221000,2008-01-09,2002-01-12,2002-01-12
85.0,13600,7,6,176.0,314,768,1186,800,0,1986,0,0,2,1,3,1,7,3,2,486,0,42,0,0,189,0,0,205000,2009-01-10,1965-01-01,1990-01-02
82.0,12464,5,5,0.0,308,1040,1040,0,0,1040,1,0,1,0,3,1,6,0,2,576,168,0,0,0,0,0,0,152000,2009-01-11,1996-01-08,1996-01-08
78.0,7800,5,8,0.0,293,896,1112,896,0,2008,1,0,3,0,3,1,8,0,1,230,103,0,0,0,0,0,0,225000,2006-01-08,1948-01-04,2002-01-06
78.0,12168,8,6,0.0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,2,380,0,0,0,0,0,0,0,359100,2007-01-09,1934-01-08,1998-01-12
61.0,7943,4,5,192.0,126,1029,1029,0,0,1029,1,0,1,0,3,1,5,0,1,261,64,0,39,0,0,0,0,118500,2007-01-04,1961-01-11,1961-01-11
0.0,11050,9,5,204.0,536,1440,1476,677,0,2153,1,0,2,1,3,1,8,2,3,736,253,142,0,0,0,0,0,313000,2009-01-05,2000-01-10,2000-01-10
0.0,10395,6,6,233.0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,2,564,0,0,0,0,0,0,500,148000,2007-01-07,1978-01-03,1978-01-03
0.0,11885,8,5,108.0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2,531,160,122,0,0,0,0,0,261500,2009-01-11,2001-01-03,2001-01-03
70.0,8402,5,5,0.0,914,1120,1120,0,0,1120,0,0,1,0,3,1,6,0,0,0,0,30,0,0,0,0,0,147000,2007-01-12,2007-01-05,2007-01-05
21.0,1491,4,6,0.0,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,96,24,0,0,0,0,0,75500,2010-01-05,1972-01-12,1972-01-12
80.0,8800,6,7,156.0,173,936,1054,0,0,1054,1,0,1,0,3,1,6,0,2,480,120,0,0,0,0,0,0,137500,2010-01-05,1963-01-01,1963-01-01
0.0,7861,6,5,0.0,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,2,393,100,75,0,0,0,0,0,183200,2006-01-06,2002-01-08,2003-01-02
59.0,7227,6,6,0.0,832,832,832,0,0,832,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,105500,2008-01-06,1954-01-11,1954-01-11
90.0,11694,9,5,452.0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,3,774,0,108,0,0,260,0,0,314813,2007-01-07,2007-01-03,2007-01-03
85.0,12244,8,5,226.0,611,1482,1482,780,0,2262,1,0,2,1,4,1,10,2,3,749,168,0,0,0,0,0,0,305000,2008-01-08,2003-01-12,2003-01-12
45.0,8248,3,3,0.0,823,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,67000,2008-01-09,1914-01-08,1950-01-10
90.0,10800,6,7,0.0,384,1522,1548,1066,0,2614,0,0,2,1,4,1,9,1,2,624,38,243,0,0,0,0,0,240000,2008-01-06,1974-01-06,1997-01-02
71.0,7064,5,6,153.0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,2,484,192,0,0,0,0,0,0,135000,2009-01-07,1977-01-04,1977-01-04
0.0,2117,6,5,513.0,336,756,756,756,0,1512,0,0,2,1,2,1,4,1,2,440,0,32,0,0,0,0,0,168500,2007-01-06,2000-01-02,2000-01-02
80.0,10400,6,5,288.0,485,732,1012,778,0,1790,1,0,1,2,4,1,8,1,2,484,148,0,0,0,147,0,0,165150,2006-01-11,1972-01-01,1972-01-01
87.0,10000,6,6,261.0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,2,440,0,0,0,0,385,0,0,160000,2010-01-02,1962-01-01,1962-01-01
0.0,12342,5,5,0.0,978,978,1422,0,0,1422,0,0,1,0,3,1,6,1,1,286,0,0,36,0,0,0,600,139900,2007-01-08,1960-01-05,1978-01-12
80.0,9600,6,6,164.0,350,1156,1520,0,0,1520,1,0,1,0,3,1,7,2,1,364,0,0,189,0,0,0,0,153000,2010-01-03,1955-01-12,1972-01-10
70.0,11606,5,5,192.0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,2,504,335,0,0,0,0,0,0,135000,2007-01-09,1969-01-12,1969-01-12
82.0,9020,6,5,259.0,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,2,520,176,0,0,0,0,0,0,168500,2008-01-06,1964-01-06,1964-01-06
50.0,9000,5,6,0.0,636,636,1089,661,0,1750,0,0,1,0,3,1,8,0,1,240,0,0,293,0,0,0,0,124000,2006-01-06,1880-02-01,1991-01-01
34.0,4590,8,5,108.0,1530,1554,1554,0,0,1554,0,0,2,0,2,1,6,1,2,627,156,73,0,0,0,0,0,209500,2007-01-08,2006-01-02,2006-01-02
85.0,11900,7,5,209.0,564,1386,1411,0,0,1411,0,0,2,0,3,1,6,1,2,544,192,0,0,0,0,0,0,82500,2009-01-04,1977-01-05,1977-01-05
80.0,9250,5,7,0.0,108,1056,1056,0,0,1056,0,1,1,0,3,1,6,0,1,260,390,0,0,0,0,0,0,139400,2007-01-07,1954-01-05,2005-01-01
64.0,6979,6,5,0.0,0,1056,1056,0,0,1056,2,0,0,0,0,2,4,0,2,576,264,56,0,0,0,0,600,144000,2010-01-06,1980-01-03,1980-01-03
60.0,10896,6,7,0.0,1184,1440,1440,1440,515,3395,0,0,2,0,8,2,14,0,0,0,0,110,0,0,0,0,0,200000,2007-01-03,1914-01-01,1995-01-05
51.0,6120,2,3,0.0,264,264,800,0,0,800,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,60000,2009-01-01,1936-01-03,1950-01-02
50.0,6000,5,4,0.0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1,256,0,0,0,0,0,0,0,93000,2009-01-11,1954-01-12,1954-01-12
67.0,8777,5,7,0.0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,0,0,328,0,164,0,0,0,0,85000,2008-01-05,1910-01-01,1950-01-10
53.0,3982,8,5,0.0,366,1520,1567,0,0,1567,1,0,2,0,1,1,7,1,3,648,312,0,0,0,0,0,0,264561,2006-01-10,2006-01-04,2006-01-04
62.0,12677,8,5,472.0,300,1518,1518,0,0,1518,0,0,1,1,1,1,6,1,2,588,185,140,0,0,0,0,0,274000,2008-01-04,2003-01-05,2004-01-03
0.0,7050,7,5,0.0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2,650,0,235,0,0,0,0,0,226000,2007-01-05,2001-01-09,2001-01-09
75.0,13860,8,7,0.0,542,1952,2000,704,0,2704,1,0,2,1,4,1,9,3,2,538,269,111,0,0,0,0,0,345000,2009-01-07,1972-01-07,1995-01-03
80.0,10793,5,5,263.0,0,780,780,840,0,1620,0,0,2,1,4,1,7,0,2,462,208,0,0,0,0,0,0,152000,2007-01-04,1969-01-02,1969-01-02
85.0,9187,9,5,162.0,645,1766,1766,0,0,1766,1,0,2,1,2,1,7,1,3,478,195,130,0,0,0,0,0,370878,2009-01-10,2009-01-08,2009-01-08
0.0,10530,6,5,0.0,664,981,981,0,0,981,1,0,1,1,3,1,5,0,2,576,0,312,40,0,0,0,0,143250,2007-01-03,1971-01-01,1971-01-01
60.0,7200,5,5,0.0,0,0,1048,0,0,1048,0,0,1,0,3,1,7,0,2,420,0,27,0,0,0,0,0,98300,2008-01-07,1950-01-08,1950-01-08
85.0,10452,6,5,216.0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,2,495,0,0,0,0,287,0,0,155000,2008-01-06,1953-01-12,1953-01-12
70.0,7700,6,5,351.0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,2,442,0,124,216,0,0,0,0,155000,2010-01-06,1966-01-01,1966-01-01
21.0,1936,4,6,0.0,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,84500,2007-01-12,1970-01-06,1970-01-06
