ISBN,Genre
0864425430,Hiking
0671024000,Fiction
0226013847,History
0670839337,Fiction
025321162X,Biography & Autobiography
074970053X,
0842024875,History
0679765018,Fiction
0060527978,Fiction
0573619026,Comedy
0061052140,Fiction
0860206726,Animals
0761126910,Biography & Autobiography
0060914300,Education
0316286176,Fiction
0151005877,History
0812545370,Fiction
0553066943,Fiction
0753451905,"""Childrens stories, English"""
0571109659,
0698110803,Fiction
1556590954,Poetry
0060930136,Fiction
0307231143,Cooking
1899712038,Games
0307231208,Friendship
039952567X,Health & Fitness
1855915545,
0747529418,
0525943072,Fiction
0671864777,Fiction
0060197765,Biography & Autobiography
0843947934,Fiction
0195124979,Biography & Autobiography
0330319124,Foreign correspondents
0375752366,Humor
034536239X,History
0671014994,Fiction
0939680882,"Body, Mind & Spirit"
0913589969,Juvenile Nonfiction
0710095619,
0553294296,
1573921394,Business & Economics
037322219X,Fiction
0373225296,Fiction
069810806X,
0300055390,Biography & Autobiography
0670871516,Biography & Autobiography
0821727168,Fiction
0300078773,Law
0460874004,
0300059183,Empathy
0262050595,Business & Economics
006018373X,History
089281442X,Community health services
0802079679,Political Science
0691010242,Religion
1418405582,
0375756884,Fiction
0721475027,
0761516727,Medical
0575050004,
0373244142,Fiction
0062732757,American Sign Language
1565078624,Religion
0375405941,Biography & Autobiography
0192817132,Domestic fiction
0413176509,
0553482289,Camps
1888314001,Biography & Autobiography
0871316218,
0285650645,Children with disabilities
1573220973,Biography & Autobiography
1879181185,Social Science
0572027583,Infants (Newborn)
0297777629,
3801202364,
0812814436,Great Britain
1400050669,Political Science
0060976306,Biography & Autobiography
086020166X,
0764220438,Fiction
0060959754,Bibles
0375506217,Biography & Autobiography
0743217756,Fiction
0754104184,
1881409074,
069101650X,Philosophy
1578631505,"Body, Mind & Spirit"
0451519728,Adventure stories
3446133003,
3453177487,
0312979193,Fiction
067944761X,Fiction
0722526849,
1855384442,Counterculture
0373260938,Fiction
055315348X,"""Childrens stories, American"""
1861006926,Computers
067232489X,Computers
0471496693,Computers
8408038966,
0874313465,
0441010105,Fiction
2020258390,Civil service
0806962038,Crafts & Hobbies
1580050301,Biography & Autobiography
1855858274,Crafts & Hobbies
0435989243,Juvenile Fiction
9676112984,
0553566628,Juvenile Fiction
034053964X,Religion
0812046110,Nature
0440505801,Dating (Social customs)
0631127682,
0849930731,
0312965990,Fiction
0310470021,
1578511402,Business & Economics
0373053401,
0842366849,
0696008505,
2070415538,Fiction
0553443410,Fiction
068816823X,Family & Relationships
0373482892,Fiction
0736906002,Religion
0671577824,Fiction
9715503446,
0373512341,Fiction
0136031013,Family & Relationships
0609605143,Humor
037319630X,Fiction
0373834861,Fiction
1581690606,Pets
0310402913,Religion
0812524292,Fiction
1559723602,Biography & Autobiography
0373169558,Fiction
0373292570,Fiction
0706368436,
0373483457,Fiction
0373833326,Fiction
0091734908,
3462031848,Rock musicians
0764507788,Computers
0006388264,History
0822203413,Drama
082494092X,Juvenile Nonfiction
0743412923,History
1559700297,Fiction
189132702X,Juvenile Nonfiction
0345377222,Fiction
0802712584,Fiction
0812566777,Fiction
0851703003,Performing Arts
0671725297,Games
0553283677,Fiction
0758202881,Fiction
0571200486,Minnesota
0375727752,Biography & Autobiography
0373167571,
0679450572,Fiction
0373512376,Fiction
3423004371,German literature
0767904419,Fiction
0618061347,History
1562012762,Fiction
0061082155,Fiction
0671248952,
0671243055,Egypt
0385003412,History
0393315479,Fiction
0375709819,Biography & Autobiography
068485533X,Humor
0226318842,Performing Arts
0573606005,Performing Arts
0306809206,Music
0373033087,Fiction
037352028X,Fiction
044022263X,Fiction
0451198727,Fiction
0688166253,"Body, Mind & Spirit"
0843923490,
1551430592,Biography & Autobiography
0812570790,Fiction
0449129691,
0684814269,Fiction
0785269290,Fiction
0887271782,Foreign Language Study
1853716987,
0837850665,Bible stories
0231116098,Fiction
0394718380,French fiction
0373196407,Fiction
0452265290,Fiction
0671413708,Fiction
0373032889,Fiction
1855856824,Health & Fitness
0373033206,Fiction
0373033028,
0373033052,Fiction
0373033109,Fiction
0880071621,
0140364501,Cave dwellers
0883940701,History
0395327989,
055321196X,Fiction
0871401215,
0131969986,Death
0373052812,
014024364X,History
0312752695,Fiction
0809224348,Self-Help
0791712613,Reference
1565120760,Fiction
0449202860,Fiction
0060912510,History
0253338417,
0373610661,Fiction
067120159X,Biography & Autobiography
0521359406,Language Arts & Disciplines
0785275223,Horror stories
0030718562,Political Science
0373059442,Fiction
0393315053,Performing Arts
0312084080,
0142000000,History
1566196299,
0684835339,Biography & Autobiography
0373288077,Fiction
0373055986,
0821757059,Fiction
006251752X,Religion
0670878901,Humor
0140100180,Biography & Autobiography
0373821956,
037382193X,
0373821921,
0373821913,
0312966504,Fiction
0679736158,Business & Economics
0140092587,Cathedrals
0373821867,
0201713098,Computers
0373821840,
0201731339,Computers
0373120451,Fiction
0373821832,
0818906936,Religion
0553563882,Fiction
1551661543,Fiction
0373821816,
0373111371,Fiction
0373821794,
0385477090,Biography & Autobiography
0002187272,Soccer players
037382176X,
0752215639,24 (Television program)
0373821743,
0312997094,True Crime
0062510045,Religion
0373821735,
082451100X,Religion
0786015179,True Crime
0850307058,Dreams
0373821719,
0786014903,True Crime
0385266308,Crafts & Hobbies
0373821670,
0373821662,
0809136724,Religion
0786016116,True Crime
0373821646,
0373821638,
087516627X,"Body, Mind & Spirit"
0813368472,Political Science
0786015829,True Crime
0140268189,Religion
0312969929,True Crime
0373821557,
0809229285,Health & Fitness
0786015519,True Crime
0373821530,
0679451528,Social values
0373821492,
0883658461,Golf
039471329X,History
155553046X,
0553260170,
0070049181,Humor
0399148590,Fiction
0521314526,History
0515087629,
0300032781,History
0786704365,Fiction
0373520387,Fiction
3442245567,
0312975910,Health & Fitness
3453213661,
1556342357,
0671877429,Fiction
0727817825,Fiction
0972324704,Foreign Language Study
0520024788,
1556344937,
0373482558,Fiction
0553444417,Fiction
0373707312,Fiction
0821734547,
3404202384,
3404203119,
0028624173,Travel
037319658X,Fiction
0345378210,Fiction
0671781839,"Body, Mind & Spirit"
0373196547,Fiction
3404202848,
1853262633,Poetry
3453164148,
044130172X,Fiction
0373245297,Fiction
0373030053,Fiction
3404202546,
1860192769,Poetry
0451196929,Fiction
0307166139,
1557736359,Fiction
1581821999,Fiction
0373160267,
0449219496,Fiction
0449223396,Fiction
0373165854,Fiction
0192827502,Philosophy
0140092129,Science.
0373165889,Fiction
0451188160,Fiction
0449216934,Fiction
0802140432,
1901388530,
0380775514,Fiction
0440170338,
038572120X,Fiction
1561452548,Juvenile Fiction
0066209595,Fiction
0373230087,Fiction
0375411690,Fiction
0764506730,Business & Economics
0373512287,Fiction
0738205354,Business & Economics
157856042X,Family & Relationships
1565121635,Biography & Autobiography
096152961X,
2894850956,
0385334818,History
0840777868,House & Home
0451128362,
0872235165,
0415047706,
1878246054,
0590228803,Juvenile Fiction
0590482262,Babysitters
157168221X,History
0373115911,Fiction
0889627770,Fiction
2742734279,
0373194935,
0671706756,Romance fiction
0312322445,Biography & Autobiography
2890527182,French-Canadian fiction
0446514829,Fiction
0590691899,Accidents
0452266548,
0590691864,Birthday parties
0590691848,Babysitters
0886777801,Fiction
059069183X,Agricultural exhibitions
0590262149,"""Childrens stories"""
0380716240,Architecture
2080720244,
0590259970,Families
2070383040,Fiction
0974186007,Boating accidents
0590339583,United States
0864426925,Italy
0590470477,Family life
0142301019,Juvenile Fiction
0590470469,Brothers and sisters
0590469134,Friendship
0590470450,Babysitters
067168289x,Child abuse
0590470418,Interpersonal relations
0385231741,Family & Relationships
8433484087,
0684829282,Fiction
0373059620,
0786884665,Biography & Autobiography
0426199243,
842970325X,
0061013951,Fiction
0671612093,History
0312971354,Family & Relationships
0451200357,Fiction
1558746145,Self-Help
1573220655,Psychology
038572182X,Fiction
8484037223,
1591825016,Comics & Graphic Novels
0452269075,Fiction
0590691856,"""Childrens stories"""
2738108407,
0590263013,Brothers and sisters
2253097667,
0373271565,Fiction
0679601287,Fiction
0385196466,
0871130726,Atomic bomb victims
0553245252,Multiple-ending fiction
0785275614,Religion
067178093X,Fiction
0785271007,Self-Help
0451149823,
1591821789,Comics & Graphic Novels
0553099582,Fiction
0517084724,Religion
1888952385,Cooking
8434850885,Juvenile Nonfiction
1862042543,"Body, Mind & Spirit"
0671646958,Detective and mystery stories
0590085417,Alps
1572434376,Biography & Autobiography
059010991X,Juvenile Nonfiction
0373222521,Fiction
0590407805,Bullies
0385052529,Cheyenne Indians
1569871183,Child labor
0866118721,British
2221081293,Cloning
3455042139,German fiction
2277223395,"Science fiction, American"
0893757047,Comets
0028647904,Jazz
0385474504,Social Science
2262005117,France
0671022873,Juvenile Fiction
0395707420,Music
006440434X,Juvenile Fiction
1567184650,Fiction
0810372193,
0807013439,Religion
0807065072,Religion
0764223623,Fiction
1569871221,
0061085146,Fiction
0679811796,Adventure and adventurers
2080701436,Satire - Ouvrages avant 1800
0961641606,Business & Economics
1569873925,Children with disabilities
0471394513,History
0816739153,Angels
0440219795,Juvenile Fiction
0618391126,Sports & Recreation
0517703203,Fiction
0822492202,Juvenile Nonfiction
156980091X,Adventure stories
1931643210,Fiction
0930330285,Fiction
0679463097,Political Science
0674196376,Law
0385506805,Social Science
0688168930,Fiction
0806963794,
0375500952,Self-Help
2080677306,"Authors, French"
0312866844,Fiction
0312273037,History
0671882031,Juvenile Fiction
0877288631,"Body, Mind & Spirit"
0395587794,Sports & Recreation
1885628463,
0553213091,Fiction
1560449179,Sports & Recreation
2877060519,Aubagne (France)
0525469052,Juvenile Nonfiction
0312315260,Biography & Autobiography
0887621198,Fiction
0395816602,Juvenile Fiction
8870428915,
0449124207,Humor
0373835086,Fiction
0373120850,Fiction
0373122217,Fiction
0812503163,Fiction
0445210540,Fiction
3908162386,
0425058484,Fiction
155853461X,Business & Economics
0553057057,Science
0771041985,Language Arts & Disciplines
0737020350,
0590376780,Juvenile Fiction
0195117298,Science
0375413324,Poetry
0571194729,English poetry
0385470959,Fiction
0888784066,Poetry
1550651498,Poetry
1896860249,Poetry
3772512194,
0395271029,
3442350956,Man-woman relationships
1550224786,Fiction
0399215093,Divorce
0002243792,Domestic fiction
038514959X,Fiction
0811804623,Social Science
0974106704,American poetry
067084862X,"""Childrens stories, Canadian"""
0877790329,English language
0385503997,Fiction
0373036175,Fiction
3442161010,
0874833051,Language Arts & Disciplines
0765343894,Fiction
0760060665,Computers
3453047656,
0373169108,Fiction
0373871856,Fiction
0440024463,
0373970080,Minneapolis (Minn.)
0375760962,Fiction
0373707606,Fiction
0821767925,Fiction
2013218974,
0373650795,Fiction
0373258488,Fiction
0373440448,Fiction
0373440634,Fiction
221102288x,
0743427521,Fiction
0451201450,Fiction
0380760606,
0878305262,Design
0312254040,Crafts & Hobbies
1931160066,Photography
0870408216,Crafts & Hobbies
4889960597,Crafts & Hobbies
0452275962,Crafts & Hobbies
1843336243,"Body, Mind & Spirit"
2259190774,
1567615104,House buying
0671775480,Fiction
1568582110,Fiction
0060925639,Biography & Autobiography
0571137474,Poetry
0553576453,Fiction
0373440669,Fiction
034050384X,
2266033883,
1566193052,Composers
082176604X,Fiction
1568820097,
0881847852,Sports & Recreation
0345314298,Child development
0373168810,Fiction
0553232495,
0060391863,Health & Fitness
8811583373,
0373440189,
055358054X,Fiction
0373035977,
158574039X,Sports & Recreation
1566635780,Sports & Recreation
051512866X,Fiction
1566635691,Biography & Autobiography
3462023357,Berlin (Germany)
1878346490,Reference
0786881097,Education
0679441832,Fiction
0515123692,Fiction
0879517220,Performing Arts
0931580706,Family & Relationships
2876453193,Biography & Autobiography
0743426916,Fiction
2253136255,Fiction
0889611491,Canadian fiction
0821767607,Fiction
8437600928,Drama
0764222716,Juvenile Fiction
2070530396,Painters
0373871090,Fiction
0821771043,Fiction
0975301403,
081745005X,Photography
037387068X,Fiction
0373870280,Fiction
0373255470,Fiction
0373115741,Fiction
0373160208,
2705660151,"Authors, French"
2721001388,
0722532717,"Body, Mind & Spirit"
0967774926,
2070378225,Fiction
0345301951,Fiction
2070394395,Fiction
0739428446,
2253002690,Fiction
0786882522,Performing Arts
0674951298,History
2070387275,Fiction
0773750363,
0515092436,Fiction
2020049740,Communication
0689304226,Hurricanes
0060975903,Diary fiction
0674076249,History
0060557621,Fiction
0671536494,Biotechnology
2253152854,Fiction
0806983558,Juvenile Nonfiction
2070403912,Fiction
085398008X,
0452256801,
2070374351,Fiction
0375802061,Juvenile Fiction
0440415969,Juvenile Fiction
1568840764,Computers
0373287151,Fiction
0375421319,Biography & Autobiography
207036612X,Fiction
0843937351,Fiction
2253051292,Fiction
0195026454,"Dramatists, English"
2869307101,
0553560301,Fiction
2020289458,Fear
0553108832,Fiction
0062516876,Biography & Autobiography
2070364240,
2070403785,Fiction
0312275641,Fiction
2253046396,Fiction
0895261014,Political Science
2020088924,French fiction
1573451150,Fiction
0451408292,Fiction
0886779928,Fiction
0312420277,Fiction
0871566222,History
0786865229,Current Events
155143203X,Juvenile Fiction
0450606368,
0061067741,Grief
078143257X,Juvenile Fiction
0816711941,Friendship
0316611913,Biography & Autobiography
0670835889,Psychology
0373970129,
015601064X,Fiction
0027110206,Juvenile Fiction
0688156924,Science
0385487479,Fiction
0696019906,Cooking
0696020629,Cooking
069602568X,Cooking
8440673922,
0316106666,Cooking
0316106380,Cooking
0764524674,Travel
1572150475,
0316106313,Cooking
0316106321,Cooking
0192838628,History
0316106224,Cooking
0553380818,Health & Fitness
1562452134,Cooking
0848711653,Cooking
0786702885,Fiction
0895865041,Cooking
0141182350,Fiction
0895863375,
0380975459,Fiction
0822505134,Juvenile Nonfiction
1563056364,Cooking
068486343X,Cooking
0385475705,Cooking
0340371862,True Crime
0451197232,Fiction
0765304252,Fiction
3499149540,Feminists
067003195X,Religion
0471821292,
0571191797,Drama
0767908856,Fiction
0446359998,
0380720337,True Crime
0139595600,
0671001191,Fiction
0380758652,Fiction
0373031823,Fiction
8471544202,
8486531136,
8440301367,
1564772802,Crafts & Hobbies
1580171745,Crafts & Hobbies
3257208871,
1551092409,
0345412257,Fiction
0679446559,History
068482373X,Religion
0760700397,
0971949565,Business & Economics
3257228112,
1552092607,Crafts & Hobbies
1887374051,Crafts & Hobbies
0306811308,Music
0789468956,Juvenile Nonfiction
0312056109,Fiction
0715309579,Interior decoration
0312963092,Fiction
0688043828,Performing Arts
020135747X,Computer science
0064473430,Juvenile Fiction
0670869988,Biography & Autobiography
0312281188,"Body, Mind & Spirit"
2060000866,Travel
0679777393,Fiction
0140441522,Drama
0684830795,Fiction
0751527696,
0312876017,Fiction
0743212614,Fiction
0439149029,Juvenile Nonfiction
0786809000,Juvenile Fiction
0671689371,Biography & Autobiography
0312049692,Biography & Autobiography
0060084367,Science
0380790505,Fiction
0451169247,
1552094898,Cooking
0892435631,Religion
0375401865,Changement social
0916360377,"Body, Mind & Spirit"
0774031972,
0440176204,Biography & Autobiography
156731001X,
0889089752,Psychology
1570647151,Color
006445083X,Juvenile Nonfiction
1931082030,
0060957360,Science
0679602984,Biography & Autobiography
093118830X,Fiction
0816749825,Juvenile Nonfiction
0679420150,Social Science
0582325269,English language
0385474946,Fiction
0843933356,Fiction
0521017114,Social Science
067100302X,Fiction
0892965754,Fiction
0582530148,Criminals
0789402122,Juvenile Nonfiction
0679890610,Juvenile Fiction
0880118237,Sports & Recreation
0156671409,Travel
0590519700,Juvenile Fiction
0590519336,Juvenile Fiction
0786807695,Juvenile Fiction
0425166333,Fiction
0698113985,Juvenile Fiction
0439139333,Juvenile Fiction
2070392651,
0439223504,Juvenile Fiction
0679766634,Fiction
0525940936,Fiction
1579901832,Crafts & Hobbies
0684859343,Science
0553107208,Fiction
0385492596,Fiction
0446602868,Fiction
0972678301,Religion
1861263317,Crafts & Hobbies
0891345213,Design
0806958839,Crafts & Hobbies
0451191080,Fiction
0954049950,Atlases
0736412271,Juvenile Fiction
157076154X,Crafts & Hobbies
0895351250,
1565121171,Cooking
0525940928,Fiction
0192823744,"Detective and mystery stories, English"
1550549669,Nature
0451179455,Fiction
8401352053,
0679440399,Detective and mystery stories
0380003880,"""Childrens stories"""
0892962836,Fiction
0155074709,Literary Criticism
207040336X,Fiction
0451114078,Families
0916571025,Business & Economics
0192814028,
089107290X,Religion
0486289680,Juvenile Fiction
0060903511,Biography & Autobiography
3257062192,
0879733195,Reference
0465068146,History
1859673821,
0140187766,Biography & Autobiography
0525939245,Fiction
0671875396,Biography & Autobiography
3822896470,
1561583731,Crafts & Hobbies
0446401943,Fiction
3822890456,
0060931256,Fiction
3822896497,
0764550578,Gardening
0192823485,African Americans
1854103318,Crafts & Hobbies
080215140X,Fiction
0749920297,Rock groups
0226791548,Art
0207189897,Health & Fitness
0851125077,
0964639130,Crafts & Hobbies
155853296X,Crafts & Hobbies
0340630515,Books and reading
1859672388,Crafts & Hobbies
0762700661,Handicraft industries
0595223923,Biography & Autobiography
0441712339,Fiction
1550225278,Humor
0440400589,Animals
0770502466,
1565270789,
0671754904,Cowboys
1557739854,Fiction
0679004378,Travel
1887374116,Crafts & Hobbies
0312981295,Fiction
1564772780,House & Home
1555218059,Christmas stories
1573890049,Crafts & Hobbies
0811808068,Crafts & Hobbies
081180805X,Crafts & Hobbies
0517547112,
1928901131,
0786015357,Fiction
0786015004,Fiction
1571201548,Crafts & Hobbies
034529887X,Quotations
0670870498,Business & Economics
8483004763,
0553106430,Fiction
8472237451,Fiction
8497598512,Adolescentes
0060951869,Health & Fitness
0715398385,Crafts & Hobbies
0929005287,Health & Fitness
0312267525,Fiction
1552093824,Crafts & Hobbies
8434873613,Juvenile Fiction
0877142572,Fiction
0790001497,Legends
0771067062,
0876056753,Pets
0425176746,Cooking
0836252314,Nature
0876057970,Pets
0785277188,Antiques & Collectibles
188436005X,Medical
0452269296,Drama
1568304161,Photography
0307757021,Juvenile Fiction
0452264987,Political Science
0062515136,Social Science
0883682710,Christian life
0917102940,Technology & Engineering
1565120612,Fiction
0739411144,Large type books
096326432X,Religion
0812211359,Fiction
0452269253,Fiction
0435905406,Fiction
388680626X,Germany
0425156273,Fiction
0970316577,Fiction
0394170016,English drama
0156372118,College stories
068814151X,Social Science
3499605961,
3784415997,
3421056986,National security
3464310515,
1551801914,Reference
044991190X,Fiction
0044406452,Alternative medicine
0380778920,Fiction
0821766155,Fiction
0679735690,Fiction
0373092962,
0395353564,Fiction
0865738998,Christmas cookery
0913347000,
1569472173,Fiction
0385247427,Cooking
0373103670,Romance fiction
0373025122,
0812056175,Cooking
0140444408,Music
0373024851,Romance fiction
0553071505,Cooking
1573248614,Reference
0688111106,Cooking
0517334887,
0373107331,
0486230007,Bread
0895779323,Cooking
0964595745,Crafts & Hobbies
0440163919,
0688144993,Fiction
0373023340,
0312857594,Fiction
0373071418,
0373052340,
0352332573,Fiction
0352330805,Fiction
0373029101,Fiction
0671571745,
0590318225,Love stories
0373106319,
0312971850,Fiction
0201626799,Science
0373106297,England
0809242907,Fiction
0373160534,
014018998X,
0786000503,Fiction
0373103379,
0425116212,
2253160997,Fiction
2253160695,Fiction
0373108257,Fiction
1573221546,Biography & Autobiography
0385307780,True Crime
0891414851,History
2266084380,
1560250577,Social Science
068804574X,Political Science
8807806746,Literary Collections
0553173367,
0451131355,
0517577860,
2020067919,"World War, 1939-1945"
1588162508,Cooking
840133165X,
0373104855,
226610716X,
0330415506,"""Childrens stories"""
2070386708,Drama
037310412X,
2253024163,
2266074806,
0373108990,
3442723787,
229001429X,
0330391976,London (England)
0373108427,Fiction
0751518689,Travel
0373109717,
2020063875,
0201483831,Medical
1890344044,
0761521682,Business & Economics
0373104391,
0373110960,Fiction
0373111614,Fiction
0959365877,Body language
1889770000,Business & Economics
0373108796,
0373111304,Fiction
0373023987,Romance fiction
2702401430,
0373026366,
0671571125,
0373451741,
0385420536,Biography & Autobiography
0373835248,Fiction
0373252714,
0373484879,Fiction
2080647903,
0809238152,Biography & Autobiography
2253005509,Fiction
0805031391,Fiction
0195033019,Documentary films
2501002520,
037302536X,
0316893609,Biography & Autobiography
0312979746,Fiction
0679736484,Fiction
0553220276,
0553080407,Science
0373071345,
2253031445,Fiction
037302505X,
2859203788,
0595154646,Biography & Autobiography
037310703X,
2020580322,
0679767320,History
2253047406,
0373103786,
0747533555,"Authors, Brazilian"
0373104820,Romance fiction
0395901359,Fiction
0373111134,
2253147516,Fiction
0553218743,Fiction
0373160887,
0900075384,Fairford (England)
0373106572,
0706372298,Games
0373107714,
0373109954,Fiction
0600583031,
2253137677,
0373092628,
2253142603,
0905483286,
2253148709,
2020323648,Fiction
2020063492,
2070377539,
0373104758,Alaska
0590328476,
0373104456,South Dakota
020132802X,History
037310832X,Fiction
207038246X,Fiction
1856192857,
1874744114,Dundee (Scotland)
2070377636,Fiction
0373111649,Fiction
1900850613,Fiction
2070378284,Fiction
0061030481,True Crime
0674154215,Psychology
0373029713,Fiction
0060513543,Art
0373028830,Fiction
0446676322,Fiction
157131234X,Biography & Autobiography
0373053878,
2259009298,
037310720X,
0451211820,House & Home
1557042543,Performing Arts
0373071507,Fiction
0810934787,Art
2070378934,
2070381285,
2070376559,
0373702000,Fiction
2070375641,
0373110936,Fiction
9500285118,"Authors, Argentine"
2070363376,
0146000943,
0373027249,Fiction
2080108778,Art
097076524X,
0939594560,Architecture
0373103581,Fiction
2020367173,Fiction
0802137741,Fiction
0373107730,
0064472957,Juvenile Fiction
0521669014,Mathematics
0373105304,Romance fiction
0380714574,
0071377247,Sports & Recreation
2020291371,French fiction
186046890X,Fiction
0801567203,Success
0821226959,Art
0671894722,Food
1843910306,Fiction
0848710142,Art
0553219995,
0942237781,Crafts & Hobbies
0373163347,Fiction
0679417400,Fiction
037305193X,
2253022179,Franse fiksie
0312243189,Cooking
0373108117,
0898752361,Fiction
0373107587,
2253007161,
0373108486,Fiction
0553569880,Health & Fitness
0340595507,
0373029535,Fiction
0131766031,Science
2266091719,
0375706534,Performing Arts
0373111096,Fiction
0140588965,Poetry
2266127748,Fiction
0373029659,Fiction
2253170054,Fiction
0373160526,
0373108230,Fiction
0070965307,
0897500733,Sports & Recreation
037302374X,Romance fiction
3608935770,
2264033223,Africa
3518413961,
0441772218,Fiction
0373109385,
0373028229,Fiction
2253003069,Biography & Autobiography
0451451015,Fiction
0373108176,
156924684X,Business & Economics
0805061711,Fiction
0440506158,Social Science
037302438X,Dog shows
0373108842,Automobile racing drivers
0373024835,Romance fiction
0373110901,Fiction
3404145402,
0373107951,
0789405628,Cooking
0818406097,Casinos
3150096766,
0671529323,Games
0373026811,
0310236363,Religion
0373106327,
006093042X,Medical
0762722460,Sports & Recreation
0789451905,Health & Fitness
037310779X,
1558534407,Sports & Recreation
1573227773,Family & Relationships
0813316596,Social Science
2260001084,
0440500931,
0373105371,Fiction
0394176472,
0874844266,
0373105843,
0373105193,
0020199406,Fiction
0671502352,Law
0679740384,History
0373110413,Fiction
2070323102,Literary Criticism
0373108508,Fiction
0850524598,Military art and Science
037311169X,Fiction
0192880268,Fiction
0373108567,
0671036440,Self-Help
0028614275,Travel
0061080543,Fiction
0590328794,
0843934921,New York (N.Y.)
0821721062,Fiction
0373112823,
0445210397,Fiction
2738101445,Disaster relief
0821742736,Fiction
2253006297,Fiction
0747276412,Reducing diets
0843935693,Fiction
082172133X,Fiction
0380774429,Dating (Social customs)
0373023596,
189630057X,Fiction
0373025793,
0373021984,
0553069160,"Body, Mind & Spirit"
0517606062,
0747530130,Carnival
2260003273,French fiction
0373024797,Romance fiction
0312283334,Biography & Autobiography
0373705026,
2013218583,Diaries
1578661137,Reference
157673420X,Fiction
0373104138,Romance fiction
0747516197,
0425147770,Fiction
0671471260,
0373251661,Motion picture industry
0517585243,Infants
0811802426,Family & Relationships
0373103999,New Jersey
0373104677,
0373109628,Fiction
0373111053,
3499151618,Nineteen thirties
0373105665,Romance fiction
0426195108,
3100660439,
2702497470,
1884570682,Fiction
1858284538,Sydney (N.S.W.)
3518284479,
0373107900,
0441071910,
0373027427,Fiction
0373020023,
0373107501,Fiction
2290201650,Fiction
3492007295,
0373020384,
0316004855,Technology & Engineering
0201093146,Technology & Engineering
0827321279,
0688116612,Reference
2070362574,Camisards
013473257X,Technology & Engineering
0373109334,
0373288794,Fiction
0373111185,Fiction
1580050980,Biography & Autobiography
0373025130,
0312104715,Social Science
0345428072,Fiction
0373252099,Romance fiction
0671572318,
0811825922,Cooking
1569553165,Religion
0415918243,Performing Arts
0373240716,Fiction
3423008563,"World War, 1939-1945"
0440946514,Dogs
0752858912,Fiction
0373028016,Fiction
0140431349,Fiction
3442722632,
0875965040,Self-Help
3423243074,
0439295939,Juvenile Fiction
037370741X,Fiction
0553106724,Religion
3462028308,
0440227747,Juvenile Fiction
037310930X,Fiction
0373163363,
0373108206,Man-woman relationships
2211015581,Grandparents
0373110634,Fiction
0373163207,Fiction
0373110545,
2253141860,Fiction
1400048915,Biography & Autobiography
0373029624,Fiction
0609610368,Humor
0373251920,Fiction
0316162531,Biography & Autobiography
014230140X,Juvenile Fiction
0373270259,Fiction
2742702164,
0553210734,
0448407396,Juvenile Fiction
0671827782,
0679834583,Behavior
0373106521,
0312867816,Fiction
0446403318,Fiction
0373105797,
0060930683,Psychology
0811834409,Juvenile Fiction
1880656108,Political Science
0373018304,Switzerland
2700224299,Brothers
1585673250,Fiction
034536192X,History
0394824091,Juvenile Fiction
0380778637,Fiction
0399231110,Juvenile Fiction
0441327974,Fiction
081673285X,
0156551624,Fiction
0671578235,Fiction
184232649X,Fiction
0373024274,Romance fiction
2081617366,"""Childrens stories"""
0812521625,Fiction
0345316665,Fiction
0373071523,
0590881957,Juvenile Fiction
0575046937,
0373107269,
0373110561,
2266082272,Popular literature
1559703164,Biography & Autobiography
0373104332,
0399522468,Antiques
0373112769,Fiction
0373108850,
0786700041,
0373025491,
0525944478,"Body, Mind & Spirit"
037302262X,
0373026641,
037310894X,Archaeological expeditions
0914615033,Calumet (Mich.)
0671536109,Fiction
074750900X,Egypt
0373026161,
039308373X,Fiction
077109888X,Humor
0879237562,Fiction
0373024576,
0747557918,Fiction
2226082522,Chiens
1556110529,
037302889X,
0446383090,Etiquette
0373220553,Fiction
031207851X,Fiction
0373028032,Fiction
2842056280,Documentary television programs
0769611206,Juvenile Fiction
0440147123,
0340218495,
067157003X,
0373108516,Fiction
0671400614,Fiction in English
0440982006,Actresses
1589199987,Religion
3551552525,
0373028881,
0373162103,Fiction
0966415906,
037302620X,
0736903496,Family & Relationships
037311074X,Fiction
1877761516,
0373108281,Fiction
1591450233,Religion
0812523520,Fiction
0373251998,
0345297121,Language Arts & Disciplines
0671009273,Fiction
1881098109,
0553194747,Large type books
074343532X,Fiction
0373028717,Fiction
0743448324,Fiction
0373023057,
0931432812,
037302780X,Fiction
0373018444,
0373160496,
0373022212,
0373108583,
0373026692,
1579545882,Self-Help
0373440677,Fiction
2253004650,Biography & Autobiography
1856850919,Motion picture actors and actresses
0451204719,"Body, Mind & Spirit"
0864425619,Brazil
037302696X,
0373109431,Fiction
067170673X,Scotland
0373109725,Fiction
0679868607,Juvenile Fiction
0373108729,
0486296547,Fiction
037302603X,Canary Islands
0373108931,Kenya
0380717212,Brothers and sisters
0373103417,
0373022816,
0920656455,Gardening
0500050643,"Art, Ancient"
0396085202,Performing Arts
0440171075,
1558320601,Cooking
037302990X,Fiction
0596004729,Electronic books
0515123374,Fiction
0373111894,
2253046639,Fiction
0062514989,"Body, Mind & Spirit"
1578591139,Performing Arts
1569247412,"Body, Mind & Spirit"
0452285097,Family & Relationships
0373024630,Fiction
2253053104,
078688794X,Self-Help
0373109407,Fiction
0679400311,Science
0195115937,Fiction
0874366100,Social Science
0883657279,Fiction
0451208161,Fiction
0373027494,Fiction
0670882178,Computers
1558321071,Cooking
037325279X,
